searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[1, 2, 3, 4, 5, 6, 31, 32, 33]	['JcyHeLYAAAAJ', '', '']	/scholar?cites=240430573422071082&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0864fd00d9328c8a2903ecef3d1abbc8a9f89ed9	True	1	6	https://books.google.com/books?hl=en&lr=&id=1fFdhxO8mnIC&oi=fnd&pg=PA72&dq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&ots=MLAp1hPAC6&sig=loL9tb2KoG_OhPYMEO_wpl2mdkA	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D1.5%2BISO%2BTransposition%2Band%2BClarifications%2Bof%2Bthe%2BCOSMIC%2BFFP%2BMethod%2Bof%2BFunctional%2BSizing%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Kk33KVUuVgMJ&ei=1nXcZejWFvXMy9YPpY2Q0A8&json=	/scholar?q=related:Kk33KVUuVgMJ:scholar.google.com/&scioq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Kk33KVUuVgMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Unfortunately, the ISO/IEC 14143-1 terms and definitions cannot be changed until a  formal revision process is started. In the meantime, the ISO/ IEC standard version of the  COSMIC FFP method must adopt the term already defined in ISO/IEC 14143-1, and since  our goal is to remain compatible and in sync with the international standard, the MM V2. 2  must adopt this definition. However, in the latter the  We believe that the new ISO/IEC  19761 standard for the COSMIC FFP method and the new MM V2. 2 will significantly	Abran, Alain and Fagg, Peter and Meli, Roberto and Symons, Charles R	abran20161	NA	NA	COSMIC Function Points: Theory and Advanced Practices	NA	NA	NA	NA	72	article	2016	CRC Press	NA	1.5 ISO Transposition and Clarifications of the COSMIC FFP Method of Functional Sizing	COSMIC Function Points …	NA
[1]	['', '']	NA	Publication	https://srmvalliammai.ac.in/wp-content/uploads/2022/04/m.b.a.pdf#page=38	True	1	0	https://srmvalliammai.ac.in/wp-content/uploads/2022/04/m.b.a.pdf#page=38	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D1915208%2BDATA%2BANALYSIS%2BAND%2BBUSINESS%2BMODELLING%2BLTPC%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=EmbcIYd55BEJ&ei=UBu6ZZD4BITHy9YP_aOHcA&json=	/scholar?q=related:EmbcIYd55BEJ:scholar.google.com/&scioq=1915208+DATA+ANALYSIS+AND+BUSINESS+MODELLING+LTPC&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:EmbcIYd55BEJ:scholar.google.com/&output=cite&scirp=0&hl=en	• To introduce the students the basics of Data analysis using SPSS.  • Students will be  able to apply various models in developing Competitive Analysis.  Prevention of defection–Models  of CRM–CRM road map for business applications-Supplier	PO, POCOMPOP and PO, PO4 PO5 PO6 PO	po11915208	NA	NA	SRM VALLIAMMAI ENGINEERING COLLEGE	NA	NA	NA	NA	37	article	NA	NA	NA	1915208 DATA ANALYSIS AND BUSINESS MODELLING LTPC	SRM VALLIAMMAI ENGINEERING COLLEGE	1
[1, 32]	['', '']	/scholar?cites=9462202473165325497&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://jacr.sari.iau.ir/article_678541_07de49e32cec72c91e9aa09b6835e818.pdf	True	1	1	https://jacr.sari.iau.ir/article_678541.html	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BFramework%2Bfor%2Bthe%2BEmpirical%2BForecasting%2Bof%2Bthe%2BSoftware%2BQuality%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=uYTXNQR_UIMJ&ei=3Bm6ZcXTDejSy9YP4am1oAs&json=	/scholar?q=related:uYTXNQR_UIMJ:scholar.google.com/&scioq=A+Framework+for+the+Empirical+Forecasting+of+the+Software+Quality&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:uYTXNQR_UIMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Before the beginning of the software development project that is based on contract between software user and developer company, the user company provides the RFP including project domain current situations and constraints, and all conditions such as desired initial system requirements specification as well as requesting documents of developer companies capabilities to ask the developer companies for their proposals to fulfill the requirements and competition with each other. This paper renders an evaluation model of proposals including	Mosayyebi, Reza and Peykar, Alieh	mosayyebi2020framework	NA	NA	Journal of Advances in Computer Research	NA	NA	4	NA	73--93	article	2020	Sari Branch, Islamic Azad University	NA	A Framework for the Empirical Forecasting of the Software Quality	Journal of Advances in Computer Research	11
[1]	['']	/scholar?cites=16272076642643494879&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/33331942/V3I3201499b10.pdf	True	1	2	https://www.academia.edu/download/33331942/V3I3201499b10.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BFuzzy%2BBased%2BModel%2Bfor%2BSoftware%2BQuality%2BEstimation%2BUsing%2BRisk%2BParameter%2BAssessment%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=30eySn4H0uEJ&ei=1xm6Zb2fK-jSy9YP4am1oAs&json=	/scholar?q=related:30eySn4H0uEJ:scholar.google.com/&scioq=A+Fuzzy+Based+Model+for+Software+Quality+Estimation+Using+Risk+Parameter+Assessment&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:30eySn4H0uEJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software Cost Estimation is the challenging factor in project management. Accurate cost estimation helps to complete project with in time and budget. Due to this behavior of the project it is considered as a risky project. Under these conditions risk management is mandatory. Large numbers of estimation models have been proposed over the last 30 years. Constructive Cost Model (COCOMO) is one of existing model, which is used for estimation and also for fuzzy based analysis. In this paper, we are using fuzzy based approach which is	Kinra, Anjali	kinra2014fuzzy	NA	NA	International Journal of Computer Science and Mobile Computing	NA	NA	3	NA	807--814	article	2014	NA	NA	A Fuzzy Based Model for Software Quality Estimation Using Risk Parameter Assessment	International Journal of Computer Science and Mobile …	3
[1, 4]	['']	/scholar?cites=8087180815068101733&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1994&context=parameters	True	1	74	https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1994&context=parameters	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BNew%2BTwist%2Bon%2BToday%2527s%2BTechnology%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Zfx8hBpwO3AJ&ei=VRu6Zbq-G8HHy9YP-PKrmAg&json=	/scholar?q=related:Zfx8hBpwO3AJ:scholar.google.com/&scioq=A+New+Twist+on+Today%27s+Technology&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Zfx8hBpwO3AJ:scholar.google.com/&output=cite&scirp=0&hl=en	Today technology is an enabler of the revolution in military affairs, allowing changes that   New technologies or new combinations of technology have the potential to alter not only	Metz, Steven	metz2000next	NA	NA	The US Army War College Quarterly: Parameters	NA	NA	3	NA	10	article	2000	NA	NA	The next twist of the RMA	The US Army War College Quarterly …	30
[1, 4, 7]	['']	NA	Publication	https://dial.uclouvain.be/pr/boreal/object/boreal:132358/datastream/PDF_01/view	True	1	0	https://dial.uclouvain.be/pr/boreal/object/boreal:132358/datastream/PDF_01/view	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bbusiness-driven%2Bprocess%2Bfor%2BCOTS-based%2Bsystem%2Bdevelopment%2Bcentered%2Bon%2Bagents%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Nud4fa2qOcwJ&ei=1xq6ZejrEYTHy9YP_aOHcA&json=	/scholar?q=related:Nud4fa2qOcwJ:scholar.google.com/&scioq=A+business-driven+process+for+COTS-based+system+development+centered+on+agents&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Nud4fa2qOcwJ:scholar.google.com/&output=cite&scirp=0&hl=en	Enterprise information systems have progressively increased to become large-scaled and very complex inducing a high development time and cost, hard to manage software quality, poor understanding of user requirements leading to high risk when integrating new technology. As a consequence, there is a growing demand for efficient, manageable and cost-effective software development techniques. The COTS-based system development (CBSD) approach is one of the solutions brought by research and industry within this	Kiv, Sodany and others	kiv2013business	NA	NA	NA	NA	NA	NA	NA	NA	phdthesis	2013	NA	Wroclaw University of Technology, Poland	A business-driven process for COTS-based system development centered on agents	NA	NA
[1, 2, 4, 5, 10, 11, 32, 33, 35]	['UlF-3osAAAAJ', '', 'ERnCTs0AAAAJ']	/scholar?cites=11783889402582412989&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/48860683/paper-japowsang-camera-ready-v2.pdf	True	1	9	https://ieeexplore.ieee.org/abstract/document/6693232/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bconversion%2Bmodel%2Band%2Ba%2Btool%2Bto%2Bidentify%2Bfunction%2Bpoint%2Blogic%2Bfiles%2Busing%2BUML%2Banalysis%2Bclass%2Bdiagrams%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=vS5qWfrIiKMJ&ei=Wl_wZZvqAc-Z6rQPzOugyAk&json=	/scholar?q=related:vS5qWfrIiKMJ:scholar.google.com/&scioq=A+conversion+model+and+a+tool+to+identify+function+point+logic+files+using+UML+analysis+class+diagrams&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:vS5qWfrIiKMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many Function Point (FP) technique adaptations have been proposed to estimate object-oriented software development projects. However, most research works propose rules to identify FP according previous versions of the FP Counting Practices Manual or they do not include some important UML specifications such as the composition relationship between classes. In this paper, we present the rules to identify logic files using analysis class diagrams that are included in the UML2FP technique that we have defined, and a software	Pow-Sang, Jos{\'e} Antonio and Villanueva, Daniela and Flores, Luis and Rusu, Cristian	pow2013conversion	2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	IEEE	126--134	inproceedings	2013	NA	NA	A conversion model and a tool to identify function point logic files using UML analysis class diagrams	2013 Joint Conference …	NA
[1]	['ybMTPLkAAAAJ', '']	/scholar?cites=13540258591380041890&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	2	https://link.springer.com/chapter/10.1007/978-981-15-0630-7_4	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bdouble-weighted%2Bparametric%2Bmodel%2Bfor%2Bacademic%2Bsoftware%2Bproject%2Beffort%2Bestimation%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=onAjEnOp6LsJ&ei=7hm6Zff4JemV6rQP866UsAQ&json=	/scholar?q=related:onAjEnOp6LsJ:scholar.google.com/&scioq=A+double-weighted+parametric+model+for+academic+software+project+effort+estimation&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:onAjEnOp6LsJ:scholar.google.com/&output=cite&scirp=0&hl=en	The effort, cost, and time play a vital role in the success or failure of the software. The ratio of software project failure nowadays is growing like a storm in the world. One of the reasons behind this failure proportion is an imprecise and inappropriate estimate of required effort, cost, and budget for particular software project development. The motivation behind our research is to estimate the effort for software development accurately. Accurately estimate effort for software development is one of the most challenging tasks because from a very	Saini, Jatinderkumar R and Chomal, Vikas S	saini2020double	ICT Analysis and Applications: Proceedings of ICT4SD 2019, Volume 2	NA	NA	NA	NA	NA	Springer	31--45	inproceedings	2020	NA	NA	A double-weighted parametric model for academic software project effort estimation	ICT Analysis and Applications: Proceedings of …	NA
[1, 2, 3, 4, 5, 6, 10, 11, 12, 31, 32, 33, 35]	['LM27ZsEAAAAJ', 'AW50mYoAAAAJ']	/scholar?cites=7205832380096996202&as_sdt=5,33&sciodt=0,33&hl=en	Publication	https://www.academia.edu/download/49448372/A_family_of_experiments_to_evaluate_a_fu20161008-9675-kapbbz.pdf	True	1	30	https://www.sciencedirect.com/science/article/pii/S0164121208001337	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bfamily%2Bof%2Bexperiments%2Bto%2Bevaluate%2Ba%2Bfunctional%2Bsize%2Bmeasurement%2Bprocedure%2Bfor%2BWeb%2Bapplications%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=amOwHl9CAGQJ&ei=EnfcZdviD7DDy9YPzfW0sAI&json=	/scholar?q=related:amOwHl9CAGQJ:scholar.google.com/&scioq=A+family+of+experiments+to+evaluate+a+functional+size+measurement+procedure+for+Web+applications&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:amOwHl9CAGQJ:scholar.google.com/&output=cite&scirp=0&hl=en	The objective of this paper is to empirically evaluate OOmFPWeb, a functional size measurement procedure for Web applications. We analyzed four data sets from a family of experiments conducted in Spain, Argentina and Austria. Results showed that OOmFPWeb is efficient when compared to current industry practices. OOmFPWeb produced reproducible functional size measurements and was perceived as easy to use and useful by the study participants, who also expressed their intention to use OOmFPWeb in the future. The	Abrah{\~a}o, Silvia and Poels, Geert	abrahao2009family	NA	NA	Journal of Systems and Software	NA	NA	2	NA	253--269	article	2009	Elsevier	NA	A family of experiments to evaluate a functional size measurement procedure for Web applications	Journal of Systems and Software	82
[1, 2, 3, 4, 5, 6, 31, 32, 33]	['']	/scholar?cites=6695765714181669187&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://open.metu.edu.tr/bitstream/handle/11511/23191/index.pdf?sequence=1	True	1	3	https://open.metu.edu.tr/handle/11511/23191	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bfunctional%2Bsoftware%2Bmeasurement%2Bapproach%2Bbridging%2Bthe%2Bgap%2Bbetween%2Bproblem%2Band%2Bsolution%2Bdomains%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Q8EJ_XAj7FwJ&ei=b3XcZbPTMrqh6rQPtueYWA&json=	/scholar?q=related:Q8EJ_XAj7FwJ:scholar.google.com/&scioq=A+functional+software+measurement+approach+bridging+the+gap+between+problem+and+solution+domains&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Q8EJ_XAj7FwJ:scholar.google.com/&output=cite&scirp=0&hl=en	There are various software size measurement methods that are used in various stages of a software project lifecycle. Although functional size measurement methods and lines of code measurements are widely practiced, none of these methods explicitly position themselves in problem or solution domain. This results in unreliable measurement results as abstraction levels of the measured artifacts vary greatly. Unreliable measurement results hinder usage of size data in effort estimation and benchmarking studies. Furthermore, there exists no	Ungan, Erdir	ungan2013functional	NA	NA	NA	NA	NA	NA	NA	NA	article	2013	Middle East Technical University	NA	A functional software measurement approach bridging the gap between problem and solution domains	NA	NA
