searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[10, 13]	['', '5XVvir0AAAAJ', 'hY1adOwAAAAJ', 'b0IdaJ8AAAAJ']	/scholar?cites=17023875793321013424&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	35	https://www.publish.csiro.au/wr/WR08029	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D5494%2Bami%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=sDBFcdb0QOwJ&ei=q466ZcaiG8K06rQP2JChiAk&json=	/scholar?q=related:sDBFcdb0QOwJ:scholar.google.com/&scioq=5494+ami&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:sDBFcdb0QOwJ:scholar.google.com/&output=cite&scirp=0&hl=en	Context. Prescribed (or controlled) burning is frequently advocated as a means of reducing  fuel loads in peri-urban forests to minimise the risk of high-intensity wildfires. An important	Garvey, Nathan and Ben-Ami, Dror and Ramp, Daniel and Croft, David B	garvey2010survival	NA	NA	Wildlife Research	NA	NA	1	NA	1--12	article	2010	CSIRO Publishing	NA	Survival behaviour of swamp wallabies during prescribed burning and wildfire	Wildlife Research	37
[10, 11]	['']	NA	Publication	https://www.academia.edu/download/73344083/76692f0fedac4e88216d91ba6531dc4cf6c5.pdf	True	1	0	https://www.academia.edu/download/73344083/76692f0fedac4e88216d91ba6531dc4cf6c5.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D94-12376%2BDUC%2BQU%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=facF7sltiIEJ&ei=KJT0ZeKQGcHEy9YP9tSmkAQ&json=	/scholar?q=related:facF7sltiIEJ:scholar.google.com/&scioq=94-12376+DUC+QU&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:facF7sltiIEJ:scholar.google.com/&output=cite&scirp=0&hl=en	5.10 Summary Comments on Software Process Assessment 40 5.11 References and Further Readings-SPA 40	ECTF, A	ectf199394	NA	NA	NA	NA	NA	NA	NA	NA	article	1993	NA	NA	94-12376 DUC QU	NA	NA
[1, 2, 4, 5, 10, 11, 32, 33, 35]	['UlF-3osAAAAJ', '', 'ERnCTs0AAAAJ']	/scholar?cites=11783889402582412989&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/48860683/paper-japowsang-camera-ready-v2.pdf	True	1	9	https://ieeexplore.ieee.org/abstract/document/6693232/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bconversion%2Bmodel%2Band%2Ba%2Btool%2Bto%2Bidentify%2Bfunction%2Bpoint%2Blogic%2Bfiles%2Busing%2BUML%2Banalysis%2Bclass%2Bdiagrams%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=vS5qWfrIiKMJ&ei=Wl_wZZvqAc-Z6rQPzOugyAk&json=	/scholar?q=related:vS5qWfrIiKMJ:scholar.google.com/&scioq=A+conversion+model+and+a+tool+to+identify+function+point+logic+files+using+UML+analysis+class+diagrams&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:vS5qWfrIiKMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many Function Point (FP) technique adaptations have been proposed to estimate object-oriented software development projects. However, most research works propose rules to identify FP according previous versions of the FP Counting Practices Manual or they do not include some important UML specifications such as the composition relationship between classes. In this paper, we present the rules to identify logic files using analysis class diagrams that are included in the UML2FP technique that we have defined, and a software	Pow-Sang, Jos{\'e} Antonio and Villanueva, Daniela and Flores, Luis and Rusu, Cristian	pow2013conversion	2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	IEEE	126--134	inproceedings	2013	NA	NA	A conversion model and a tool to identify function point logic files using UML analysis class diagrams	2013 Joint Conference …	NA
[10]	['']	/scholar?cites=9202707229356366855&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	1	https://search.proquest.com/openview/2fe64707c4c0d2f511b81a2eaaa5d3eb/1?pq-origsite=gscholar&cbl=18750&diss=y	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bcost%2Bestimation%2Bmodel%2Bfor%2Bfourth%2Bgeneration%2Blanguage%2B(4GL)%2Bsoftware%2Bdevelopment%2Benvironments%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=B5y0kXeVtn8J&ei=Ko-6ZeCeLtLFy9YPoL6q0AE&json=	/scholar?q=related:B5y0kXeVtn8J:scholar.google.com/&scioq=A+cost+estimation+model+for+fourth+generation+language+(4GL)+software+development+environments&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:B5y0kXeVtn8J:scholar.google.com/&output=cite&scirp=0&hl=en	Managers and customers should understand and estimate the amount of effort required for development in order to make bidding, financing, hiring, and development decisions. Erroneous estimates of effort for large scale programs may have disastrous economic consequences. Software cost models generally rely on such inputs as lines of source code or delivered sets of instruction estimates, expert judgments, function points and complexity to produce cost estimates. These models produce generally inaccurate results when used	Morgan, Jeanette Nasem-Ports	morgan1997cost	NA	NA	NA	NA	NA	NA	NA	NA	book	1997	George Mason University	NA	A cost estimation model for fourth generation language (4GL) software development environments	NA	NA
[1, 2, 3, 4, 5, 6, 10, 11, 12, 31, 32, 33, 35]	['LM27ZsEAAAAJ', 'AW50mYoAAAAJ']	/scholar?cites=7205832380096996202&as_sdt=5,33&sciodt=0,33&hl=en	Publication	https://www.academia.edu/download/49448372/A_family_of_experiments_to_evaluate_a_fu20161008-9675-kapbbz.pdf	True	1	30	https://www.sciencedirect.com/science/article/pii/S0164121208001337	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bfamily%2Bof%2Bexperiments%2Bto%2Bevaluate%2Ba%2Bfunctional%2Bsize%2Bmeasurement%2Bprocedure%2Bfor%2BWeb%2Bapplications%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=amOwHl9CAGQJ&ei=EnfcZdviD7DDy9YPzfW0sAI&json=	/scholar?q=related:amOwHl9CAGQJ:scholar.google.com/&scioq=A+family+of+experiments+to+evaluate+a+functional+size+measurement+procedure+for+Web+applications&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:amOwHl9CAGQJ:scholar.google.com/&output=cite&scirp=0&hl=en	The objective of this paper is to empirically evaluate OOmFPWeb, a functional size measurement procedure for Web applications. We analyzed four data sets from a family of experiments conducted in Spain, Argentina and Austria. Results showed that OOmFPWeb is efficient when compared to current industry practices. OOmFPWeb produced reproducible functional size measurements and was perceived as easy to use and useful by the study participants, who also expressed their intention to use OOmFPWeb in the future. The	Abrah{\~a}o, Silvia and Poels, Geert	abrahao2009family	NA	NA	Journal of Systems and Software	NA	NA	2	NA	253--269	article	2009	Elsevier	NA	A family of experiments to evaluate a functional size measurement procedure for Web applications	Journal of Systems and Software	82
[10, 11]	['z3NorkIAAAAJ', 'CqlJG_IAAAAJ']	/scholar?cites=13075989306644761858&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Efi-Papatheocharous/publication/240917627_A_hybrid_software_cost_estimation_approach_utilizing_decision_trees_and_fuzzy_logic/links/55e0061208aecb1a7cc1ce73/A-hybrid-software-cost-estimation-approach-utilizing-decision-trees-and-fuzzy-logic.pdf	True	1	15	https://www.worldscientific.com/doi/abs/10.1142/S0218194012500106	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bhybrid%2Bsoftware%2Bcost%2Bestimation%2Bapproach%2Butilizing%2Bdecision%2Btrees%2Band%2Bfuzzy%2Blogic%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Ag1erf4-d7UJ&ei=1466ZbqJC5XKy9YPwpWggAk&json=	/scholar?q=related:Ag1erf4-d7UJ:scholar.google.com/&scioq=A+hybrid+software+cost+estimation+approach+utilizing+decision+trees+and+fuzzy+logic&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Ag1erf4-d7UJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software cost estimation (SCE) is one of the critical activities in software project management. During the past decades various models have been proposed for SCE. However, developing accurate and useful models is limited in practice despite the considerable financial gain they could offer to software stakeholders. Traditional techniques, such as regression, by-analogy and machine learning, face the difficulty of handling the dynamic nature of the software process and the problematic nature of the public data	Papatheocharous, Efi and Andreou, Andreas S	papatheocharous2012hybrid	NA	NA	International Journal of Software Engineering and Knowledge Engineering	NA	NA	03	NA	435--465	article	2012	World Scientific	NA	A hybrid software cost estimation approach utilizing decision trees and fuzzy logic	International Journal of Software …	22
[10, 25]	['', '']	/scholar?cites=3136607335141271280&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	57	https://www.jstor.org/stable/249386	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bmodel%2Bfor%2Bmeasuring%2Binformation%2Bsystem%2Bsize%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8Ob6usB3hysJ&ei=xI66ZZ7OCZXKy9YPwpWggAk&json=	/scholar?q=related:8Ob6usB3hysJ:scholar.google.com/&scioq=A+model+for+measuring+information+system+size&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:8Ob6usB3hysJ:scholar.google.com/&output=cite&scirp=0&hl=en	Management of the software development process requires a thorough understanding of the environment in which development takes place. Ability to estimate, plan, and manage resource consumption is limited by the central problem of determining the size of system specifications. To address this issue, a general strategy for measurement and evaluation of system development environments needs to be established. This article presents a research model that will help managers and researchers understand and establish the linkages	Wrigley, Clive D and Dexter, Albert S	wrigley1991model	NA	NA	MIS Quarterly	NA	NA	NA	NA	245--257	article	1991	JSTOR	NA	A model for measuring information system size	MIS Quarterly	NA
[10]	['D5KKfTgAAAAJ', '']	/scholar?cites=13289598029246042582&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Drsridhar-Seshadri/publication/288298291_A_novel_approach_to_estimate_the_software_effort_based_on_FUZANN_technique/links/5684e46108ae051f9af187da/A-novel-approach-to-estimate-the-software-effort-based-on-FUZANN-technique.pdf	True	1	1	https://www.researchgate.net/profile/Drsridhar-Seshadri/publication/288298291_A_novel_approach_to_estimate_the_software_effort_based_on_FUZANN_technique/links/5684e46108ae051f9af187da/A-novel-approach-to-estimate-the-software-effort-based-on-FUZANN-technique.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bnovel%2Bapproach%2Bto%2Bestimate%2Bthe%2Bsoftware%2Beffort%2Bbased%2Bon%2Bfuzann%2Btechnique%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=1hHxDP8ibrgJ&ei=2o66ZdL8Jcecy9YPpYCQiAM&json=	/scholar?q=related:1hHxDP8ibrgJ:scholar.google.com/&scioq=A+novel+approach+to+estimate+the+software+effort+based+on+fuzann+technique&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:1hHxDP8ibrgJ:scholar.google.com/&output=cite&scirp=0&hl=en	The economic implications of cost effective models for the estimation of effort has incited software community to delve into newer and advanced research in software cost estimation. Though there are multifarious models to ascertain the project features, there are no definite and reliable models to estimate the effort in terms of the team characteristics like neuroticism. A pioneering and tangible approach is made in this paper to delineate the performance of neuroticism character on effort estimation. An innovative method, namely	Malathi, S and Sridhar, S	malathi2012novel	NA	NA	European Journal of Scientific Research	NA	NA	4	NA	563--574	article	2012	NA	NA	A novel approach to estimate the software effort based on fuzann technique	European Journal of Scientific Research	81
[10]	['mq1QQg0AAAAJ', 'ee8lSfIAAAAJ', 'YtxQVU4AAAAJ']	/scholar?cites=6377609206245443047&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://core.ac.uk/download/pdf/231159761.pdf	True	1	19	https://core.ac.uk/download/pdf/231159761.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bproposed%2Bnovel%2Bframework%2Bfor%2Bearly%2Beffort%2Bestimation%2Busing%2Bfuzzy%2Blogic%2Btechniques%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=50WFdsjRgVgJ&ei=qI66ZdXRB8K06rQP2JChiAk&json=	/scholar?q=related:50WFdsjRgVgJ:scholar.google.com/&scioq=A+proposed+novel+framework+for+early+effort+estimation+using+fuzzy+logic+techniques&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:50WFdsjRgVgJ:scholar.google.com/&output=cite&scirp=0&hl=en	Estimating software development effort is an important task in the management of software projects. The task of effort estimation is challenging and is an important area of research in the field of Software Project Management. A number of estimation models exist for effort prediction. However, many newer models are still being proposed and researched upon to obtain more accurate estimations. The development of software has always been characterized by parameters that possess certain level of fuzziness. This requires that some	Bhatnagar, Roheet and Bhattacharjee, Vandana and Ghose, Mrinal Kanti	bhatnagar2010proposed	NA	NA	Global Journal of Computer Science and Technology	NA	NA	14	NA	66--71	article	2010	NA	NA	A proposed novel framework for early effort estimation using fuzzy logic techniques	Global Journal of Computer …	10
[10]	['', '']	NA	Publication	https://apps.dtic.mil/sti/pdfs/ADA319015.pdf	True	1	0	https://apps.dtic.mil/sti/citations/ADA319015	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Breview%2Bof%2Bsoftware%2Bsizing%2Bfor%2Bcost%2Bestimation%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=mNKqBboW0iQJ&ei=LY-6ZZWCEteNy9YP3vCPwAo&json=	/scholar?q=related:mNKqBboW0iQJ:scholar.google.com/&scioq=A+review+of+software+sizing+for+cost+estimation&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:mNKqBboW0iQJ:scholar.google.com/&output=cite&scirp=0&hl=en	A variety of Software Sizing approaches have been conjectured in the literature. While many of these approaches have been used for Software Cost Estimation, none were specifically designed for Software Costing. This paper reviews current methods of Software Sizing to determine their suitability for Software Cost Estimation. The approach differs from previous approaches in that it is based on a framework of evaluation criteria including Measurement Theoretic as well as practical considerations. Descriptors:	Kingston, Gina and Burke, Martin M	kingston1996review	NA	NA	NA	NA	NA	NA	NA	NA	book	1996	DSTO Electronics and Surveillance Research Laboratory	NA	A review of software sizing for cost estimation	NA	NA
