searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[1, 2, 3, 4, 5, 6, 31, 32, 33]	['JcyHeLYAAAAJ', '', '']	/scholar?cites=240430573422071082&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0864fd00d9328c8a2903ecef3d1abbc8a9f89ed9	True	1	6	https://books.google.com/books?hl=en&lr=&id=1fFdhxO8mnIC&oi=fnd&pg=PA72&dq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&ots=MLAp1hPAC6&sig=loL9tb2KoG_OhPYMEO_wpl2mdkA	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D1.5%2BISO%2BTransposition%2Band%2BClarifications%2Bof%2Bthe%2BCOSMIC%2BFFP%2BMethod%2Bof%2BFunctional%2BSizing%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Kk33KVUuVgMJ&ei=1nXcZejWFvXMy9YPpY2Q0A8&json=	/scholar?q=related:Kk33KVUuVgMJ:scholar.google.com/&scioq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Kk33KVUuVgMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Unfortunately, the ISO/IEC 14143-1 terms and definitions cannot be changed until a  formal revision process is started. In the meantime, the ISO/ IEC standard version of the  COSMIC FFP method must adopt the term already defined in ISO/IEC 14143-1, and since  our goal is to remain compatible and in sync with the international standard, the MM V2. 2  must adopt this definition. However, in the latter the  We believe that the new ISO/IEC  19761 standard for the COSMIC FFP method and the new MM V2. 2 will significantly	Abran, Alain and Fagg, Peter and Meli, Roberto and Symons, Charles R	abran20161	NA	NA	COSMIC Function Points: Theory and Advanced Practices	NA	NA	NA	NA	72	article	2016	CRC Press	NA	1.5 ISO Transposition and Clarifications of the COSMIC FFP Method of Functional Sizing	COSMIC Function Points …	NA
[4, 5, 6, 31, 33]	['']	/scholar?cites=261860580208250801&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.ifpug.org/wp-content/uploads/2021/10/MetricViewsFebruary2016.pdf	True	1	5	https://www.ifpug.org/wp-content/uploads/2021/10/MetricViewsFebruary2016.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DIn%2Bthis%2Bedition%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=sY_9b89QogMJ&ei=eVrwZZbWJfqXy9YPu4an-A8&json=	/scholar?q=related:sY_9b89QogMJ:scholar.google.com/&scioq=In+this+edition&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:sY_9b89QogMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Defect potentials and defect removal efficiency (DRE) are useful quality metrics developed by IBM circa 1973 and widely used by technology companies as well as by banks, insurance companies, and other organizations with large software staffs. Defect potentials are the sum total of bugs found in requirements, architecture, design, code, and other sources of error. The approximate US average for defect potentials is shown in table 1 using IFPUG function points version 4.3:. Function point metrics were also invented by IBM in the same time period	Edition, Gauteng	edition2019edition	NA	NA	ISBN-13	NA	NA	NA	NA	978--0262693561	article	2019	NA	NA	In this edition	ISBN-13	NA
[4, 5, 6, 33]	['']	NA	Publication	NA	True	1	0	https://link.springer.com/content/pdf/10.1007/978-3-319-03629-8.pdf#page=444	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D17.6%2BLast%2BBut%2BNot%2BLeast...%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=nm3uo5Cp6WEJ&ei=01_wZcnVHr-46rQP7ZK8qAg&json=	/scholar?q=related:nm3uo5Cp6WEJ:scholar.google.com/&scioq=17.6+Last+But+Not+Least...&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:nm3uo5Cp6WEJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many years of experience gained over multiple studies and context show that simple estimation  methods work at least as effectively as complex ones. Yet, the cost of introducing, using,	J{\o}rgensen, Magne	jorgensen17	NA	NA	Software Project Effort Estimation	NA	NA	NA	NA	430	article	NA	Springer	NA	17.6 Last But Not Least...	Software Project Effort Estimation	NA
[4, 5, 6, 31, 33]	['BClNO4sAAAAJ', 'UoRyg6gAAAAJ']	/scholar?cites=13514016301756068403&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.sciencedirect.com/science/article/pii/S131915781831317X	True	1	22	https://www.sciencedirect.com/science/article/pii/S131915781831317X	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BCOSMIC%2Bfunction%2Bpoints%2Bbased%2Btest%2Beffort%2Bestimation%2Bmodel%2Bfor%2Bmobile%2Bapplications%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=MzIC4zlui7sJ&ei=lnPcZZeZO9vWy9YP6f6YsAI&json=	/scholar?q=related:MzIC4zlui7sJ:scholar.google.com/&scioq=A+COSMIC+function+points+based+test+effort+estimation+model+for+mobile+applications&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:MzIC4zlui7sJ:scholar.google.com/&output=cite&scirp=0&hl=en	With the substantial proliferation in demand for applications running on mobile devices, developers and testers are foreseen to release applications with high caliber, on time and inside budget. Mobile application testing is imperative and perilous activity in the application development lifecycle, which confirms quality and unswervingly impacts the development effort and affluence of the application. The estimation of effort for testing of apps is a key figure that helps test managers in making approximate accurate decisions for coordinating	Kaur, Anureet and Kaur, Kulwant	kaur2022cosmic	NA	NA	Journal of King Saud University-Computer and Information Sciences	NA	NA	3	NA	946--963	article	2022	Elsevier	NA	A COSMIC function points based test effort estimation model for mobile applications	Journal of King Saud University-Computer and …	34
[4, 5, 6, 31, 33]	['otmdDLoAAAAJ', 'Xo2EwKQAAAAJ', '']	/scholar?cites=4367675188507062164&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://faculty.washington.edu/ajko/papers/Ko2014News.pdf	True	1	16	https://dl.acm.org/doi/abs/10.1145/2593702.2593719	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DSoftware%2BMeasurement%2BNews%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=lC9AaXEZnTwJ&ei=_XbcZZreEYO26rQP3dyg0AE&json=	/scholar?q=related:lC9AaXEZnTwJ:scholar.google.com/&scioq=Software+Measurement+News&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:lC9AaXEZnTwJ:scholar.google.com/&output=cite&scirp=0&hl=en	of 386,381 news articles, pulled from news sources both large and small in circulation. We  explore a broad notion of software  Our measurement therefore says little about the cumulative	Ko, Amy J and Dosono, Bryan and Duriseti, Neeraja	ko2014thirty	Proceedings of the 7th International Workshop on Cooperative and Human Aspects of Software Engineering	NA	NA	NA	NA	NA	NA	32--39	inproceedings	2014	NA	NA	Thirty years of software problems in the news	… and Human Aspects of Software …	NA
[4, 5]	['pdDeRScAAAAJ']	/scholar?cites=15599075498762874413&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://dl.acm.org/doi/pdf/10.1145/152610.152611	True	1	2094	https://dl.acm.org/doi/abs/10.1145/152610.152611	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BPractical%2BEstimation%2BMethod%2Bfor%2BComplex%2BRE%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=La5CyIQMe9gJ&ei=vGi6Zf3SGMecy9YPpYCQiAM&json=	/scholar?q=related:La5CyIQMe9gJ:scholar.google.com/&scioq=A+Practical+Estimation+Method+for+Complex+RE&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:La5CyIQMe9gJ:scholar.google.com/&output=cite&scirp=0&hl=en	will become more complex, and  practical query evaluation techniques for both relational  and postrelational database systems, including iterative execution of complex query evaluation	Graefe, Goetz	graefe1993query	NA	NA	ACM Computing Surveys (CSUR)	NA	NA	2	NA	73--169	article	1993	ACM New York, NY, USA	NA	Query evaluation techniques for large databases	ACM Computing Surveys (CSUR)	25
[4, 5]	['', '', 'iEQOkOUAAAAJ']	/scholar?cites=2914974813515189322&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Ajay-Jaiswal-4/publication/279916335_A_Project_Estimator_Tool_for_Software_Estimation_using_Neuro-Fuzzy/links/559e025a08ae76bed0bb56b6/A-Project-Estimator-Tool-for-Software-Estimation-using-Neuro-Fuzzy.pdf	True	1	1	https://www.researchgate.net/profile/Ajay-Jaiswal-4/publication/279916335_A_Project_Estimator_Tool_for_Software_Estimation_using_Neuro-Fuzzy/links/559e025a08ae76bed0bb56b6/A-Project-Estimator-Tool-for-Software-Estimation-using-Neuro-Fuzzy.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BProject%2BEstimator%2BTool%2BFor%2BSoftware%2BEstimation%2BUsing%2BNeuro-Fuzzy%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=SozIECYSdCgJ&ei=J2S6ZZmQBNLFy9YPoL6q0AE&json=	/scholar?q=related:SozIECYSdCgJ:scholar.google.com/&scioq=A+Project+Estimator+Tool+For+Software+Estimation+Using+Neuro-Fuzzy&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:SozIECYSdCgJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software estimation, whose quality and accuracy mostly affect the success of a project development. There are several area of the software engineering in which we can use the function point analysis like project planning, project construction, software implementation etc. In software development, accuracy and efficiency of cost estimation methodology for a web based application is very important. Accurate project estimation such as cost estimation, quality estimation and risk estimation is a major role in software project management. In this	Verma, Anita and Patel, Sachin and Jaiswal, Ajay	verma2014project	NA	NA	International Journal of Emerging Trends \& Technology in Computer Science (IJETTCS)	NA	NA	3	NA	9--13	article	2014	NA	NA	A Project Estimator Tool For Software Estimation Using Neuro-Fuzzy	… of Emerging Trends & Technology in …	3
[4, 5]	['', '', '']	/scholar?cites=8938669626519786814&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/33616765/V3I4201499b48.pdf	True	1	17	https://www.academia.edu/download/33616765/V3I4201499b48.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BReview%2Bon%2BCost%2BEstimation%2BModels%2Bfor%2BEffort%2BEstimation%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=PhVJjaqIDHwJ&ei=r2a6ZZ-EA-jSy9YP4am1oAs&json=	/scholar?q=related:PhVJjaqIDHwJ:scholar.google.com/&scioq=A+Review+on+Cost+Estimation+Models+for+Effort+Estimation&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:PhVJjaqIDHwJ:scholar.google.com/&output=cite&scirp=0&hl=en	using cost or effort estimation or at least do the estimations at  these models lies in estimating  the software development costs  abilities of software cost estimation methods and clustering	Tailor, Omprakash and Saini, Jyoti and Rijwani, Mrs POONAM	tailor2014comparative	NA	NA	Interfaces	NA	NA	7	NA	10	article	2014	NA	NA	Comparative analysis of software cost and effort estimation methods: a review	Interfaces	5
[4, 5, 6, 7, 8, 9, 33, 34]	['w02r67UvCZcC', '']	/scholar?cites=1158700060590956171&as_sdt=2005&sciodt=0,5&hl=en	Publication	http://ir-library.mmust.ac.ke:8080/xmlui/bitstream/handle/123456789/1393/Munialo-THESIS.pdf?sequence=1&isAllowed=y	True	1	1	http://ir-library.mmust.ac.ke:8080/handle/123456789/1393	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BSIZE%2BMETRIC-BASED%2BEFFORT%2BESTIMATION%2BMETHOD%2BFOR%2BSERVICE%2BORIENTED%2BARCHITECTURE%2BSYSTEMS%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=i16_6JCHFBAJ&ei=PFrwZbybH7-46rQP7ZK8qAg&json=	/scholar?q=related:i16_6JCHFBAJ:scholar.google.com/&scioq=A+SIZE+METRIC-BASED+EFFORT+ESTIMATION+METHOD+FOR+SERVICE+ORIENTED+ARCHITECTURE+SYSTEMS&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:i16_6JCHFBAJ:scholar.google.com/&output=cite&scirp=0&hl=en	Service Oriented Architecture (SOA) is one of the recent software development paradigms that enablealignment of business processes into integrated services within and outside organizationsregardless of the heterogeneity of technologies used. Determining the scope, effort and cost of SOA systems is important to facilitate theplanning and eventuallysuccessful implementation of software projects. A number of methodshave been proposedto estimate effort of building SOA projects. Despite the fact that these methods are promising, the	MUNIALO, SAMSON WANJALA and WANJALA, SAMSON	munialo2020size	NA	NA	NA	NA	NA	NA	NA	NA	phdthesis	2020	NA	MMUST	A SIZE METRIC-BASED EFFORT ESTIMATION METHOD FOR SERVICE ORIENTED ARCHITECTURE SYSTEMS	NA	NA
[4, 5, 6]	['', '-LpmTdsAAAAJ']	/scholar?cites=3043967164376446043&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.iaeng.org/publication/IMECS2015/IMECS2015_pp482-494.pdf	True	1	4	https://www.iaeng.org/publication/IMECS2015/IMECS2015_pp482-494.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bbusiness%2Barchitecture%2Bcapability%2Bmeta%2Bmodel%2Band%2Btool-set%2Bfor%2Bproviding%2Bfunction%2Bpoint%2Bestimation%2Bfor%2Benterprise%2Barchitecture%2Bmanagement%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=W3ScJAJYPioJ&ei=oWS6ZYCIBpXKy9YPwpWggAk&json=	/scholar?q=related:W3ScJAJYPioJ:scholar.google.com/&scioq=A+business+architecture+capability+meta+model+and+tool-set+for+providing+function+point+estimation+for+enterprise+architecture+management&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:W3ScJAJYPioJ:scholar.google.com/&output=cite&scirp=0&hl=en	Change impact analysis is error prone and time consuming when business architecture capabilities, enterprise service models, enterprise data models and UML design models are disconnected across multiple repositories. Software architecture rapid evolution is further complicating the management of this analysis especially since software sizing is not based on techniques like function point measurement. Whilst following the Design Science Approach, this study seeks to analyze, design and implement a software prototype which	du Toit, Francois A and Tanner, Maureen	du2015business	NA	NA	Information Systems (e-mail: m. tanner@ uct., ac. za; phone:+ 27 (021)	NA	NA	NA	NA	4860	article	2015	NA	NA	A business architecture capability meta model and tool-set for providing function point estimation for enterprise architecture management	Information Systems (e-mail: m. tanner@ uct., ac …	650
