searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[10, 11]	['']	NA	Publication	https://www.academia.edu/download/73344083/76692f0fedac4e88216d91ba6531dc4cf6c5.pdf	True	1	0	https://www.academia.edu/download/73344083/76692f0fedac4e88216d91ba6531dc4cf6c5.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D94-12376%2BDUC%2BQU%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=facF7sltiIEJ&ei=KJT0ZeKQGcHEy9YP9tSmkAQ&json=	/scholar?q=related:facF7sltiIEJ:scholar.google.com/&scioq=94-12376+DUC+QU&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:facF7sltiIEJ:scholar.google.com/&output=cite&scirp=0&hl=en	5.10 Summary Comments on Software Process Assessment 40 5.11 References and Further Readings-SPA 40	ECTF, A	ectf199394	NA	NA	NA	NA	NA	NA	NA	NA	article	1993	NA	NA	94-12376 DUC QU	NA	NA
[1, 2, 4, 5, 10, 11, 32, 33, 35]	['UlF-3osAAAAJ', '', 'ERnCTs0AAAAJ']	/scholar?cites=11783889402582412989&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/48860683/paper-japowsang-camera-ready-v2.pdf	True	1	9	https://ieeexplore.ieee.org/abstract/document/6693232/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bconversion%2Bmodel%2Band%2Ba%2Btool%2Bto%2Bidentify%2Bfunction%2Bpoint%2Blogic%2Bfiles%2Busing%2BUML%2Banalysis%2Bclass%2Bdiagrams%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=vS5qWfrIiKMJ&ei=Wl_wZZvqAc-Z6rQPzOugyAk&json=	/scholar?q=related:vS5qWfrIiKMJ:scholar.google.com/&scioq=A+conversion+model+and+a+tool+to+identify+function+point+logic+files+using+UML+analysis+class+diagrams&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:vS5qWfrIiKMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many Function Point (FP) technique adaptations have been proposed to estimate object-oriented software development projects. However, most research works propose rules to identify FP according previous versions of the FP Counting Practices Manual or they do not include some important UML specifications such as the composition relationship between classes. In this paper, we present the rules to identify logic files using analysis class diagrams that are included in the UML2FP technique that we have defined, and a software	Pow-Sang, Jos{\'e} Antonio and Villanueva, Daniela and Flores, Luis and Rusu, Cristian	pow2013conversion	2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	IEEE	126--134	inproceedings	2013	NA	NA	A conversion model and a tool to identify function point logic files using UML analysis class diagrams	2013 Joint Conference …	NA
[1, 2, 3, 4, 5, 6, 10, 11, 12, 31, 32, 33, 35]	['LM27ZsEAAAAJ', 'AW50mYoAAAAJ']	/scholar?cites=7205832380096996202&as_sdt=5,33&sciodt=0,33&hl=en	Publication	https://www.academia.edu/download/49448372/A_family_of_experiments_to_evaluate_a_fu20161008-9675-kapbbz.pdf	True	1	30	https://www.sciencedirect.com/science/article/pii/S0164121208001337	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bfamily%2Bof%2Bexperiments%2Bto%2Bevaluate%2Ba%2Bfunctional%2Bsize%2Bmeasurement%2Bprocedure%2Bfor%2BWeb%2Bapplications%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=amOwHl9CAGQJ&ei=EnfcZdviD7DDy9YPzfW0sAI&json=	/scholar?q=related:amOwHl9CAGQJ:scholar.google.com/&scioq=A+family+of+experiments+to+evaluate+a+functional+size+measurement+procedure+for+Web+applications&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:amOwHl9CAGQJ:scholar.google.com/&output=cite&scirp=0&hl=en	The objective of this paper is to empirically evaluate OOmFPWeb, a functional size measurement procedure for Web applications. We analyzed four data sets from a family of experiments conducted in Spain, Argentina and Austria. Results showed that OOmFPWeb is efficient when compared to current industry practices. OOmFPWeb produced reproducible functional size measurements and was perceived as easy to use and useful by the study participants, who also expressed their intention to use OOmFPWeb in the future. The	Abrah{\~a}o, Silvia and Poels, Geert	abrahao2009family	NA	NA	Journal of Systems and Software	NA	NA	2	NA	253--269	article	2009	Elsevier	NA	A family of experiments to evaluate a functional size measurement procedure for Web applications	Journal of Systems and Software	82
[10, 11]	['z3NorkIAAAAJ', 'CqlJG_IAAAAJ']	/scholar?cites=13075989306644761858&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Efi-Papatheocharous/publication/240917627_A_hybrid_software_cost_estimation_approach_utilizing_decision_trees_and_fuzzy_logic/links/55e0061208aecb1a7cc1ce73/A-hybrid-software-cost-estimation-approach-utilizing-decision-trees-and-fuzzy-logic.pdf	True	1	15	https://www.worldscientific.com/doi/abs/10.1142/S0218194012500106	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bhybrid%2Bsoftware%2Bcost%2Bestimation%2Bapproach%2Butilizing%2Bdecision%2Btrees%2Band%2Bfuzzy%2Blogic%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Ag1erf4-d7UJ&ei=1466ZbqJC5XKy9YPwpWggAk&json=	/scholar?q=related:Ag1erf4-d7UJ:scholar.google.com/&scioq=A+hybrid+software+cost+estimation+approach+utilizing+decision+trees+and+fuzzy+logic&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Ag1erf4-d7UJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software cost estimation (SCE) is one of the critical activities in software project management. During the past decades various models have been proposed for SCE. However, developing accurate and useful models is limited in practice despite the considerable financial gain they could offer to software stakeholders. Traditional techniques, such as regression, by-analogy and machine learning, face the difficulty of handling the dynamic nature of the software process and the problematic nature of the public data	Papatheocharous, Efi and Andreou, Andreas S	papatheocharous2012hybrid	NA	NA	International Journal of Software Engineering and Knowledge Engineering	NA	NA	03	NA	435--465	article	2012	World Scientific	NA	A hybrid software cost estimation approach utilizing decision trees and fuzzy logic	International Journal of Software …	22
[4, 5, 6, 10, 11, 12, 13, 14, 15, 31, 33, 35, 36]	['MIqxWVsAAAAJ']	NA	Publication	https://open.metu.edu.tr/bitstream/handle/11511/22083/index.pdf	True	1	0	https://open.metu.edu.tr/handle/11511/22083	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bsoftware%2Bfunctionality%2Bmodel%2Bfor%2Bfunctional%2Bsize%2Bmeasurement%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=wJp8tKHOGtcJ&ei=OlrwZd3PDsfTy9YPt6iP6AU&json=	/scholar?q=related:wJp8tKHOGtcJ:scholar.google.com/&scioq=A+software+functionality+model+for+functional+size+measurement&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:wJp8tKHOGtcJ:scholar.google.com/&output=cite&scirp=0&hl=en	Functional size is among the few software size measures for which well-structured and standardized methods exists for its measurement. Although Functional Size Measurement (FSM) methods have gone a long way, one ongoing criticism on FSM methods is the discrepancies in the measurement results of the same software obtained by different measures. In this thesis study the sources of discrepancies that involve the functional properties of measurands and constructs of the FSM method models are investigated in two	{\"O}zkan, Bar{\i}{\c{s}}	ozkan2012software	NA	NA	NA	NA	NA	NA	NA	NA	article	2012	Middle East Technical University	NA	A software functionality model for functional size measurement	NA	NA
[10, 11]	['', '']	/scholar?cites=1436122568409896337&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	150	https://search.proquest.com/openview/84165a78101885cdf6ed9ea81908d416/1?pq-origsite=gscholar&cbl=21418	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bsoftware%2Bsize%2Bmodel%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=kVX-990h7hMJ&ei=io66ZZqMI6-Oy9YPhNiH8As&json=	/scholar?q=related:kVX-990h7hMJ:scholar.google.com/&scioq=A+software+size+model&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:kVX-990h7hMJ:scholar.google.com/&output=cite&scirp=0&hl=en	In Section II we describe a general software sizing approach, or model, together with the  empirical and statistical methods used to support it. In Section III we apply the model to several	Verner, June and Tate, Graham	verner1992software	NA	NA	IEEE Transactions on Software Engineering	NA	NA	4	NA	265	article	1992	IEEE Computer Society	NA	A software size model	IEEE Transactions on Software Engineering	18
[10, 11]	['qugomC4AAAAJ', '']	/scholar?cites=7646782227041089809&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://apps.dtic.mil/sti/pdfs/ADA278595.pdf	True	1	16	https://apps.dtic.mil/sti/citations/ADA278595	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bsurvey%2Bof%2Bcommonly%2Bapplied%2Bmethods%2Bfor%2Bsoftware%2Bprocess%2Bimprovement%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=EfmNzevTHmoJ&ei=Io-6ZeGXL4SC6rQPspmXgAw&json=	/scholar?q=related:EfmNzevTHmoJ:scholar.google.com/&scioq=A+survey+of+commonly+applied+methods+for+software+process+improvement&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:EfmNzevTHmoJ:scholar.google.com/&output=cite&scirp=0&hl=en	additional widely practiced software process improvement methods. The literature survey will   which the application of specific software process improvement methods will be observed,	Austin, Robert D and Paulish, Daniel J	austin1993survey	NA	NA	NA	NA	NA	NA	NA	NA	book	1993	Carnegie Mellon University, Software Engineering Institute	NA	A survey of commonly applied methods for software process improvement	NA	NA
[10, 11, 13, 14]	['']	/scholar?cites=10044174890876918913&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://dspace.mit.edu/bitstream/handle/1721.1/37704/23811197-MIT.pdf?sequence=2	True	1	11	https://dspace.mit.edu/bitstream/handle/1721.1/37704/23811197-MIT.pdf?sequence=2	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Bempirical%2Bstudy%2Bof%2Bfunction%2Bpoints%2Banalysis%2Breliability%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=gdyd0NgTZIsJ&ei=1I66ZcnfM-SXy9YP1e-kmAo&json=	/scholar?q=related:gdyd0NgTZIsJ:scholar.google.com/&scioq=An+empirical+study+of+function+points+analysis+reliability&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:gdyd0NgTZIsJ:scholar.google.com/&output=cite&scirp=0&hl=en	The Function Points methodology was developed by Allan Albrecht to help measure the size of software programs. The methodology quantifies the amount of functionality provided by an application and expresses it in a metric called the Function Point. Such size measurements are needed to quantify development and maintenance productivity, and to estimate development work effort. The Function Points methodology has been adopted by over 500 major corporations and is rapidly growing in popularity	Connolley, Michael Joseph	connolley1990empirical	NA	NA	NA	NA	NA	NA	NA	NA	phdthesis	1990	NA	Massachusetts Institute of Technology	An empirical study of function points analysis reliability	NA	NA
[1, 2, 10, 11]	['']	/scholar?cites=15303261529298159196&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://scholar.archive.org/work/ilcuwn4hqbbhhlndhdhy2mnxge/access/wayback/http://ejournal4.com/journals_n/1378356159.pdf	True	1	258	https://scholar.archive.org/work/ilcuwn4hqbbhhlndhdhy2mnxge/access/wayback/http://ejournal4.com/journals_n/1378356159.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DArticle%2Bindex%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=XMa33kcbYNQJ&ei=nRq6ZfueFMecy9YPpYCQiAM&json=	/scholar?q=related:XMa33kcbYNQJ:scholar.google.com/&scioq=Article+index&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:XMa33kcbYNQJ:scholar.google.com/&output=cite&scirp=0&hl=en	The article describes the methods for estimating the specific characteristics of  The article  describes the kinds of difficulty. The  The article argues that the complexity is a correlate. The	Tsvetkov, Victor Ya	tsvetkov2013complexity	NA	NA	European Journal of Technology and Design	NA	NA	1	NA	64	article	2013	NA	NA	Complexity Index	European Journal of Technology and Design	1
[4, 5, 10, 11, 13, 14]	['lElmtfgAAAAJ', '']	/scholar?cites=16655943206880300029&as_sdt=5,33&sciodt=0,33&hl=en	Publication	NA	True	1	24	https://ieeexplore.ieee.org/abstract/document/5451322/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAutomating%2Bfunction%2Bpoints%2Banalysis%2Bbased%2Bon%2Bfunctional%2Band%2Bnon%2Bfunctional%2Brequirements%2Btext%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=_UsuhRnMJecJ&ei=R2S6Ze_nL-jSy9YP4am1oAs&json=	/scholar?q=related:_UsuhRnMJecJ:scholar.google.com/&scioq=Automating+function+points+analysis+based+on+functional+and+non+functional+requirements+text&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:_UsuhRnMJecJ:scholar.google.com/&output=cite&scirp=0&hl=en	Function Points (FP) are widely used as a basis to estimate software development cost and efforts. At the requirements level several estimation tools have been developed, but these tools use unified modeling language (UML) diagram. However, not all requirements documents include supplementary UML diagram. This paper describes the development of an automated tool to estimate size of software projects based on requirements text. There are two main processes in this method, namely (i) goal and scenario based requirements	Adem, Noureldin AZ and Kasirun, Zarinah M	adem2010automating	2010 The 2nd International Conference on Computer and Automation Engineering (ICCAE)	NA	NA	NA	NA	NA	IEEE	664--669	inproceedings	2010	NA	NA	Automating function points analysis based on functional and non functional requirements text	2010 The 2nd International …	5
