searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[4, 5, 6, 7, 8, 9, 33, 34]	['w02r67UvCZcC', '']	/scholar?cites=1158700060590956171&as_sdt=2005&sciodt=0,5&hl=en	Publication	http://ir-library.mmust.ac.ke:8080/xmlui/bitstream/handle/123456789/1393/Munialo-THESIS.pdf?sequence=1&isAllowed=y	True	1	1	http://ir-library.mmust.ac.ke:8080/handle/123456789/1393	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BSIZE%2BMETRIC-BASED%2BEFFORT%2BESTIMATION%2BMETHOD%2BFOR%2BSERVICE%2BORIENTED%2BARCHITECTURE%2BSYSTEMS%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=i16_6JCHFBAJ&ei=PFrwZbybH7-46rQP7ZK8qAg&json=	/scholar?q=related:i16_6JCHFBAJ:scholar.google.com/&scioq=A+SIZE+METRIC-BASED+EFFORT+ESTIMATION+METHOD+FOR+SERVICE+ORIENTED+ARCHITECTURE+SYSTEMS&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:i16_6JCHFBAJ:scholar.google.com/&output=cite&scirp=0&hl=en	Service Oriented Architecture (SOA) is one of the recent software development paradigms that enablealignment of business processes into integrated services within and outside organizationsregardless of the heterogeneity of technologies used. Determining the scope, effort and cost of SOA systems is important to facilitate theplanning and eventuallysuccessful implementation of software projects. A number of methodshave been proposedto estimate effort of building SOA projects. Despite the fact that these methods are promising, the	MUNIALO, SAMSON WANJALA and WANJALA, SAMSON	munialo2020size	NA	NA	NA	NA	NA	NA	NA	NA	phdthesis	2020	NA	MMUST	A SIZE METRIC-BASED EFFORT ESTIMATION METHOD FOR SERVICE ORIENTED ARCHITECTURE SYSTEMS	NA	NA
[4, 5, 6, 7, 8, 9]	['w02r67UvCZcC', 'AQSXeQ0AAAAJ', 'HZimESkAAAAJ']	/scholar?cites=11639383067583159481&as_sdt=2005&sciodt=0,5&hl=en	Publication	http://41.89.229.23/bitstream/handle/123456789/386/An%20Effort%20Estimation%20Method%20for%20Service-Oriented%20Architecture.pdf?sequence=1&isAllowed=y	True	1	2	http://41.89.229.23/handle/123456789/386	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Beffort%2Bestimation%2Bmethod%2Bfor%2Bservice-oriented%2Barchitecture%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=uZz9Wztlh6EJ&ei=6me6Zf_6F8ecy9YPpYCQiAM&json=	/scholar?q=related:uZz9Wztlh6EJ:scholar.google.com/&scioq=An+effort+estimation+method+for+service-oriented+architecture&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:uZz9Wztlh6EJ:scholar.google.com/&output=cite&scirp=0&hl=en	Determining size and effort of SOA systems is critical for managing SOA projects. As a consequence, a number of methods have been proposed to estimate effort of building SOA projects but the problem of estimating SOA development effort still remains largely unresolved mainly because there is limited attempt in using size metrics to estimate SOA development effort. To address this problem, this study proposed an effort estimation method for SOA centred on size metrics and effort factors. The proposed method enables estimation	Munialo, Samson Wanjala and Muketha, Geoffrey M and Omieno, Kelvin Kabeti	munialo2020effort	NA	NA	NA	NA	NA	NA	NA	NA	article	2020	JOURNAL OF Engineering Science and Technology Review	NA	An effort estimation method for service-oriented architecture	NA	NA
[4, 5, 6, 7, 8, 9, 31, 33, 34]	['WfaYB8oAAAAJ']	NA	Publication	https://repositorio.unipampa.edu.br/jspui/bitstream/riu/2057/1/Miguel%20da%20Silva%20Ecar%20-%202017.pdf	True	1	0	https://repositorio.unipampa.edu.br/handle/riu/2057	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAutoCosmic:%2Bplatform%2Bfor%2BCOSMIC%2Bautomated%2Bestimation%2Band%2Bmanagement%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=y4yHGYjDduUJ&ei=Q3jcZZbgCMbKy9YPoOa0kAM&json=	/scholar?q=related:y4yHGYjDduUJ:scholar.google.com/&scioq=AutoCosmic:+platform+for+COSMIC+automated+estimation+and+management&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:y4yHGYjDduUJ:scholar.google.com/&output=cite&scirp=0&hl=en	A estimativa de custo inicial tem bastante importancia no desenvolvimento de software. Em ambientes de desenvolviemnto ágil, a estimativa de custo é feita geralmente baseada em técnicas empíricas. Por exemplo, story points que é baseado em planning poker. Medição do tamanho functional é um método que considera o tamanho funcional de uma plicação baseada em um manual com um guia específico para encontrar as funcionalidades do ponto de vista do usuário. Então, combinando estas duas técnicas, desenvolvimento ágil e	Ecar, Miguel da Silva	ecar2017autocosmic	NA	NA	NA	NA	NA	NA	NA	NA	article	2017	Universidade Federal do Pampa	NA	AutoCosmic: platform for COSMIC automated estimation and management	NA	NA
[5, 6, 8, 9, 14, 15, 31, 33, 34, 36]	['', 'QOMOtp0AAAAJ', 'sJ_foMcAAAAJ', '9wz7y2UAAAAJ']	NA	Publication	https://inass.org/wp-content/uploads/2023/05/2023103109-2.pdf	True	1	0	https://inass.org/wp-content/uploads/2023/05/2023103109-2.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DImplementation%2Bof%2BCOSMIC%2BFunction%2BPoints%2B(CFP)%2Bas%2BPrimary%2BInput%2Bto%2BCOCOMO%2BII:%2BStudy%2Bof%2BConversion%2Bto%2BLine%2Bof%2BCode%2BUsing%2BRegression%2Band%2BSupport%2BVector%2B%25E2%2580%25A6%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=jyJCgmhTUAgJ&ei=7XPcZYXCApSt6rQP7YCU2Aw&json=	/scholar?q=related:jyJCgmhTUAgJ:scholar.google.com/&scioq=Implementation+of+COSMIC+Function+Points+(CFP)+as+Primary+Input+to+COCOMO+II:+Study+of+Conversion+to+Line+of+Code+Using+Regression+and+Support+Vector+%E2%80%A6&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:jyJCgmhTUAgJ:scholar.google.com/&output=cite&scirp=0&hl=en	In COCOMO II, the primary input for estimating development effort in person month (PM), duration, and cost is the size of the software. Until now, there are two ways to get the size, namely (1) size is estimated using a line of code of software, and (2) size is estimated using unadjusted function points (UFP), which is one of the functional size measurements (FSM). In this study, we added a new way to obtain the size as the primary input in COCOMO II, namely with COSMIC function points (CFP). CFP has several advantages compared to other	Sholiq, Sholiq and Sarno, Riyanarto and Astuti, Endang Siti and Yaqin, Muhammad Ainul	sholiq2023implementation	NA	NA	International Journal of Intelligent Engineering \& Systems	NA	NA	5	NA	NA	article	2023	NA	NA	Implementation of COSMIC Function Points (CFP) as Primary Input to COCOMO II: Study of Conversion to Line of Code Using Regression and Support Vector Regression Models.	International Journal of Intelligent …	16
[4, 5, 6, 7, 8, 9, 31, 33, 34]	['VVWFrJsAAAAJ', 'JcyHeLYAAAAJ', 'cmf0dJ4AAAAJ']	/scholar?cites=17783279559061892865&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/39170251/09e4150917430964dd000000.pdf	True	1	38	https://www.worldscientific.com/doi/abs/10.1142/S0218194011005359	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DMeasuring%2Bsoftware%2Bfunctional%2Bsize%2Bfrom%2Bbusiness%2Bprocess%2Bmodels%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=AW9ZA4rmyvYJ&ei=SHTcZejuEsvPy9YPraeU2A4&json=	/scholar?q=related:AW9ZA4rmyvYJ:scholar.google.com/&scioq=Measuring+software+functional+size+from+business+process+models&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:AW9ZA4rmyvYJ:scholar.google.com/&output=cite&scirp=0&hl=en	ISO 14143-1 specifies that a functional size measurement (FSM) method must provide measurement procedures to quantify the functional user requirements (FURs) of software. Such quantitative information, functional size, is typically used, for instance, in software estimation. One of the international standards for FSM is the COSMIC FSM method—ISO 19761—which was designed to be applied both to the business application (BA) software domain and to the real-time software domain. A recurrent problem in FSM is the availability	Monsalve, Carlos and Abran, Alain and April, Alain	monsalve2011measuring	NA	NA	International Journal of Software Engineering and Knowledge Engineering	NA	NA	03	NA	311--338	article	2011	World Scientific	NA	Measuring software functional size from business process models	International Journal of Software …	21
[4, 5, 7, 8, 33, 34]	['0NNs7dEAAAAJ']	/scholar?cites=12539743516693800795&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://repository.its.ac.id/56014/1/05211650010012-Master_Theses.pdf	True	1	4	https://repository.its.ac.id/56014/1/05211650010012-Master_Theses.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DModifikasi%2BMetode%2BFunction%2BPoint%2BDengan%2BMenambahkan%2BKompleksitas%2BProses%2BBisnis%2BPada%2BGeneral%2BSystem%2BCharacteristics%2BUntuk%2BEstimasi%2BBiaya%2BPerangkat%2B%25E2%2580%25A6%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=W6cKP0oeBq4J&ei=1cwBZtupOeLUy9YP4uSM8Ao&json=	/scholar?q=related:W6cKP0oeBq4J:scholar.google.com/&scioq=Modifikasi+Metode+Function+Point+Dengan+Menambahkan+Kompleksitas+Proses+Bisnis+Pada+General+System+Characteristics+Untuk+Estimasi+Biaya+Perangkat+%E2%80%A6&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:W6cKP0oeBq4J:scholar.google.com/&output=cite&scirp=0&hl=en	ABSTRAK Metode Function Point (FPA) merupakan metode pengukuran sekaligus satuan ukuran untuk perangkat lunak seperti jam untuk mengukur waktu, mil untuk mengukur jarak, atau Celcius untuk mengukur suhu. Function Point mengukur perangkat lunak dengan mengkuantifikasi fungionalitas perangkat lunak yang disediakan untuk pengguna berdasarkan design logic. Pengukurannya terdiri dari beberapa langkah yaitu menghitung Unadjusted Function Point (UFP),	Putri, ANGGI YHURINDA PERDANA	putri2018modifikasi	NA	NA	Institut Teknologi Sepuluh Nopember	NA	NA	NA	NA	NA	article	2018	NA	NA	Modifikasi Metode Function Point Dengan Menambahkan Kompleksitas Proses Bisnis Pada General System Characteristics Untuk Estimasi Biaya Perangkat Lunak	Institut Teknologi Sepuluh Nopember	NA
[4, 5, 6, 7, 8, 9, 10, 11, 12, 31, 33, 34, 35]	['']	NA	Publication	https://repositorio.ucs.br/xmlui/bitstream/handle/11338/1219/TCC%20Deise%20Scariott.pdf?sequence=1&isAllowed=y	True	1	0	https://repositorio.ucs.br/handle/11338/1219	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DM%25C3%25A9tricas%2Bde%2Bsoftware%2Bpara%2Bprocessos%2Bde%2Bdesenvolvimento%2Borientados%2Ba%2Bcasos%2Bde%2Buso%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=uBbRlM4qAOgJ&ei=cm26ZcG7Ocecy9YPpYCQiAM&json=	/scholar?q=related:uBbRlM4qAOgJ:scholar.google.com/&scioq=M%C3%A9tricas+de+software+para+processos+de+desenvolvimento+orientados+a+casos+de+uso&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:uBbRlM4qAOgJ:scholar.google.com/&output=cite&scirp=0&hl=en	O presente trabalho apresenta o desenvolvimento de uma ferramenta para calcular a estimativa de tamanho de software. Esta será feita através do uso de uma métrica aderente a um processo de desenvolvimento orientado a casos de uso, objetivando auxiliar na obtenção de estimativas eficazes. Para tanto serão abordadas e comparadas as métricas de Function Point Analysis (FPA), Use Case Points (UCP) e Constructive Cost Model (COCOMO), estabelecendo suas vantagens e desvantagens com base no processo de	Scariott, Deise	scariottmetricas	NA	NA	NA	NA	NA	NA	NA	NA	article	NA	NA	NA	M{\'e}tricas de software para processos de desenvolvimento orientados a casos de uso	NA	NA
[1, 2, 3, 7, 8, 9]	['AJfGfkYAAAAJ', '4f9cI34AAAAJ', 'JvVevV8AAAAJ']	/scholar?cites=14723090177228589966&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Antonio-Jesus-Fernandez-Garcia/publication/371208183_SI4IoT_A_methodology_based_on_models_and_services_for_the_integration_of_IoT_systems/links/6491c6a795bbbe0c6edd2d7a/SI4IoT-A-methodology-based-on-models-and-services-for-the-integration-of-IoT-systems.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9	True	1	5	https://www.sciencedirect.com/science/article/pii/S0167739X23000316	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DSI4IoT:%2BA%2Bmethodology%2Bbased%2Bon%2Bmodels%2Band%2Bservices%2Bfor%2Bthe%2Bintegration%2Bof%2BIoT%2Bsystems%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=jsvAiYLsUswJ&ei=Lxq6ZZGSOOu26rQP1ZaKsAE&json=	/scholar?q=related:jsvAiYLsUswJ:scholar.google.com/&scioq=SI4IoT:+A+methodology+based+on+models+and+services+for+the+integration+of+IoT+systems&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:jsvAiYLsUswJ:scholar.google.com/&output=cite&scirp=0&hl=en	The Internet of Things (IoT) is a technology that is growing faster every day due to the large number of platforms and end-devices that are becoming connected to each other. As part of this wide and diverse scenario, developers are now facing various challenges, such as heterogeneity, diversity of communication protocols, discovery of things, and coordination of services, among others. A paradigm that can help to tackle these issues is the model engineering since it allows different elements to be reused which can simplify the	Alulema, Darwin and Criado, Javier and Iribarne, Luis and Fern{\'a}ndez-Garc{\'\i}a, Antonio Jes{\'u}s and Ayala, Rosa	alulema2023si4iot	NA	NA	Future Generation Computer Systems	NA	NA	NA	NA	132--151	article	2023	Elsevier	NA	SI4IoT: A methodology based on models and services for the integration of IoT systems	Future Generation …	143
[4, 5, 6, 7, 8, 9, 31]	['', '']	/scholar?cites=16492609081922827640&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	562	https://books.google.com/books?hl=en&lr=&id=gcA-S8bK9YoC&oi=fnd&pg=PR9&dq=Software+Process+Measurement+and+Control&ots=weD5jbIwtV&sig=r7T8Q7TUDqpCHbBnQnrYRniQ9lo	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DSoftware%2BProcess%2BMeasurement%2Band%2BControl%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=eDVkE5SE4eQJ&ei=p2y6ZZrbOcG46rQPzOyI-Ao&json=	/scholar?q=related:eDVkE5SE4eQJ:scholar.google.com/&scioq=Software+Process+Measurement+and+Control&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:eDVkE5SE4eQJ:scholar.google.com/&output=cite&scirp=0&hl=en	view of process, we use the term software process in this book to refer, not just to an  organization's overall software process, but to any process or subprocess used by a software project	Florac, William A and Carleton, Anita D	florac1999measuring	NA	NA	NA	NA	NA	NA	NA	NA	book	1999	Addison-Wesley Professional	NA	Measuring the software process: statistical process control for software process improvement	NA	NA
[1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 31, 32, 33, 34, 36]	['', 'eeK2f2gAAAAJ']	/scholar?cites=17749097858508711984&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://iajit.org/portal/images/Year2022/No.4/20030.pdf	True	1	5	https://iajit.org/portal/images/Year2022/No.4/20030.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DSoftware%2BProject%2BDuration%2BEstimation%2BBased%2Bon%2BCOSMIC%2BMethod%2BApplied%2Bto%2BData%2BFlow%2BDiagram.%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=MOgOrHZ2UfYJ&ei=fVrwZZO-Nv-uy9YP79mGwAQ&json=	/scholar?q=related:MOgOrHZ2UfYJ:scholar.google.com/&scioq=Software+Project+Duration+Estimation+Based+on+COSMIC+Method+Applied+to+Data+Flow+Diagram.&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:MOgOrHZ2UfYJ:scholar.google.com/&output=cite&scirp=0&hl=en	Business process models are created before the detailed software design, during requirements phase of software development. Even disciplined agile methodology includes business process modeling, before development iterations start. Their use in an estimation of software development duration could be beneficial, because they provide sufficient elements for mapping with software design and development planning. In this paper we propose the method for software project duration estimation based on Common Software	Kazi, Zoltan and Kazi, Ljubica	kazi2022software	NA	NA	Int. Arab J. Inf. Technol.	NA	NA	4	NA	639--651	article	2022	NA	NA	Software Project Duration Estimation Based on COSMIC Method Applied to Data Flow Diagram.	Int. Arab J. Inf. Technol.	19
