searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[19, 20, 21, 31, 38]	['J3inO9wAAAAJ', '17h6XREAAAAJ', 'MMdrNpAAAAAJ']	/scholar?cites=13564288502232654321&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	14	https://dl.acm.org/doi/abs/10.1145/3143434.3143436	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Brapid%2Bmeasurement%2Bprocedure%2Bfor%2Bsizing%2Bweb%2Band%2Bmobile%2Bapplications%2Bbased%2Bon%2BCOSMIC%2BFSM%2Bmethod%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8SF-roYIPrwJ&ei=u3LcZbrOJpiCy9YPqICOgAg&json=	/scholar?q=related:8SF-roYIPrwJ:scholar.google.com/&scioq=A+rapid+measurement+procedure+for+sizing+web+and+mobile+applications+based+on+COSMIC+FSM+method&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:8SF-roYIPrwJ:scholar.google.com/&output=cite&scirp=0&hl=en	To help developing continuous improvement in Information and Communication Technology, new software are required with functionality and characteristics different from the traditional one. Thus, measurement procedures need to be tailored to this new computing context. In fact, the software functional size is one of the important cost drivers of software development projects. An accurate measurement needs a detailed definition of software requirements and may require an important measurement effort. However, this is	Haoues, Mariem and Sellami, Asma and Ben-Abdallah, Hanene	haoues2017rapid	Proceedings of the 27th International Workshop on Software Measurement and 12th International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	NA	129--137	inproceedings	2017	NA	NA	A rapid measurement procedure for sizing web and mobile applications based on COSMIC FSM method	Proceedings of the 27th …	NA
[19, 21, 31, 38]	['x_GUF9oAAAAJ', 'Gh15qy0AAAAJ']	/scholar?cites=7065977821764901202&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	5	https://ieeexplore.ieee.org/abstract/document/7809592/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Bempirical%2Bevaluation%2Bof%2Btwo%2BCOSMIC%2Bearly%2Bestimation%2Bmethods%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=UtkVSWRlD2IJ&ei=IXXcZdWcLv-By9YPjPqUqAg&json=	/scholar?q=related:UtkVSWRlD2IJ:scholar.google.com/&scioq=An+empirical+evaluation+of+two+COSMIC+early+estimation+methods&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:UtkVSWRlD2IJ:scholar.google.com/&output=cite&scirp=0&hl=en	Background. Under specific circumstances-especially in the early phases of software development projects-a thorough application of the COSMIC method may require more time and effort than available. Thus, early approximate estimation methods have been proposed for estimating the functional size of a given application, instead of properly measuring it. Objective. This paper aims at empirically evaluating the accuracy of two COSMIC early size estimation methods. The goal is to provide practitioners with some empirical evidence on the	Lavazza, Luigi and Morasca, Sandro	lavazza2016empirical	2016 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM-MENSURA)	NA	NA	NA	NA	NA	IEEE	65--74	inproceedings	2016	NA	NA	An empirical evaluation of two COSMIC early estimation methods	2016 Joint Conference of the …	NA
[4, 6, 10, 12, 19, 21, 25, 27, 31, 33, 35, 38, 40]	['J6owB6UAAAAJ', 'zYKpvl4AAAAJ']	/scholar?cites=10045792003774827963&as_sdt=5,33&sciodt=0,33&hl=en	Publication	NA	True	1	1	https://link.springer.com/article/10.1007/s10799-023-00394-y	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Bexploratory%2Bcase%2Bstudy%2Busing%2Bevents%2Bas%2Ba%2Bsoftware%2Bsize%2Bmeasure%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=u011QJrSaYsJ&ei=jnXcZaeAK8vPy9YPraeU2A4&json=	/scholar?q=related:u011QJrSaYsJ:scholar.google.com/&scioq=An+exploratory+case+study+using+events+as+a+software+size+measure&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:u011QJrSaYsJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software Size Measurement is a critical task in Software Development Life Cycle (SDLC). It is the primary input for effort estimation models and an important measure for project control and process improvement. There exist various size measurement methods whose successes have already been proven for traditional software architectures and application domains. Being one of them, functional size measurement (FSM) attracts specific attention due to its applicability at the early phases of SDLC. Although FSM methods were	Hacaloglu, Tuna and Demirors, Onur	hacaloglu2023exploratory	NA	NA	Information Technology and Management	NA	NA	3	NA	293--312	article	2023	Springer	NA	An exploratory case study using events as a software size measure	Information Technology and Management	24
[4, 6, 19, 21, 31, 33, 38]	['OPgX8FoAAAAJ', 'XGi2-WwAAAAJ']	/scholar?cites=106206565130856284&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://ceur-ws.org/Vol-2207/IWSM_Mensura_2018_paper_2.pdf	True	1	2	https://ceur-ws.org/Vol-2207/IWSM_Mensura_2018_paper_2.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAnalyzing%2Bthe%2BPerformance%2Bof%2BTwo%2BCOSMIC%2BSizing%2BApproximation%2BTechniques%2BUsing%2BFUR%2Bat%2Bthe%2BUse%2BCase%2BLevel%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=XGdw605SeQEJ&ei=ZHXcZaeABMvPy9YPraeU2A4&json=	/scholar?q=related:XGdw605SeQEJ:scholar.google.com/&scioq=Analyzing+the+Performance+of+Two+COSMIC+Sizing+Approximation+Techniques+Using+FUR+at+the+Use+Case+Level&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:XGdw605SeQEJ:scholar.google.com/&output=cite&scirp=0&hl=en	For accurate results, standards for the measurement of the functional size of software require that the functionality to be measured be fully known. However, when estimating in the early phases of software development where there is a lack of detail, approximate sizing techniques must be used. An approximation mechanism that has proven useful when there is no historical data is the technique of approximation by EPCU, there are two EPCU contexts with the range of the output variable other than 16.4 CFP and 44 CFP. Previous	Vald{\'e}s-Souto, Francisco and Salmanoglu, M and Co{\c{s}}kun{\c{c}}ay, A	valdes2018analyzing	Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM-MENSURA)	NA	NA	NA	NA	NA	NA	70--108	inproceedings	2018	NA	NA	Analyzing the Performance of Two COSMIC Sizing Approximation Techniques Using FUR at the Use Case Level	Joint Conference of the …	NA
[4, 6, 19, 21, 31, 33, 38]	['OPgX8FoAAAAJ', 'JcyHeLYAAAAJ']	/scholar?cites=9469196219956605139&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	7	https://ieeexplore.ieee.org/abstract/document/7000113/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DCOSMIC%2Bapproximate%2Bsizing%2Busing%2Ba%2Bfuzzy%2Blogic%2Bapproach:%2Ba%2Bquantitative%2Bcase%2Bstudy%2Bwith%2Bindustry%2Bdata%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=0zD8xspXaYMJ&ei=vHTcZd3xN7DDy9YPzfW0sAI&json=	/scholar?q=related:0zD8xspXaYMJ:scholar.google.com/&scioq=COSMIC+approximate+sizing+using+a+fuzzy+logic+approach:+a+quantitative+case+study+with+industry+data&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:0zD8xspXaYMJ:scholar.google.com/&output=cite&scirp=0&hl=en	In software engineering, the standards for functional size measurement require that the functionality to be measured be fully known for accurate measurement results. Therefore, in the early phases of software development, when there is a lack of detail, approximate sizing approaches must be used instead of the standards themselves. Approximate sizing techniques are typically based on the analysis of historical data of the functional size of a number of completed projects within an organization. For organizations without historical	Souto, Francisco Vald{\'e}s and Abran, Alain	souto2014cosmic	2014 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	IEEE	282--292	inproceedings	2014	NA	NA	COSMIC approximate sizing using a fuzzy logic approach: a quantitative case study with industry data	2014 Joint Conference of the International …	NA
[19, 20, 21, 31, 38]	['']	/scholar?cites=15838128122801394505&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Roberto-Meli/publication/258208934_SOFTWARE_MEASUREMENT_EUROPEAN_FORUM_SMEF_2007/links/00b495273c467784a2000000/SOFTWARE-MEASUREMENT-EUROPEAN-FORUM-SMEF-2007.pdf#page=151	True	1	32	https://www.researchgate.net/profile/Roberto-Meli/publication/258208934_SOFTWARE_MEASUREMENT_EUROPEAN_FORUM_SMEF_2007/links/00b495273c467784a2000000/SOFTWARE-MEASUREMENT-EUROPEAN-FORUM-SMEF-2007.pdf#page=151	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DChanging%2Bfrom%2BFPA%2Bto%2BCOSMIC.%2BA%2Btransition%2Bframework%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=SZOzGp1VzNsJ&ei=YXTcZenyFPXMy9YPpY2Q0A8&json=	/scholar?q=related:SZOzGp1VzNsJ:scholar.google.com/&scioq=Changing+from+FPA+to+COSMIC.+A+transition+framework&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:SZOzGp1VzNsJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many organiseations are considering to change their functional size measurement method from FPA to COSMIC1, mainly because of the fact that more and more projects become 'less sizeable'with FPA. A lot of them refrain from doing so, because they fear to loose their experience base based on function points. This paper presents a framework to successfully transform a functional size measurement method from FPA to COSMIC. The purpose of this paper is to offer some guidance to make it easier for organiseations to transfer to COSMIC	van Heeringen, Harold	van2007changing	Proc. of Software Measurement European Forum (SMEF) Conference, Rome, Italy	NA	NA	NA	NA	NA	NA	143--154	inproceedings	2007	NA	NA	Changing from FPA to COSMIC. A transition framework	Proc. of Software Measurement European …	NA
[19, 21, 31, 38]	['x_GUF9oAAAAJ', 'Gh15qy0AAAAJ']	/scholar?cites=1828455747926531986&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	5	https://www.sciencedirect.com/science/article/pii/S0950584919300291	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DEmpirical%2Bevaluation%2Band%2Bproposals%2Bfor%2Bbands-based%2BCOSMIC%2Bearly%2Bestimation%2Bmethods%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=kp-urtD6XxkJ&ei=mXXcZbvEIf-By9YPjPqUqAg&json=	/scholar?q=related:kp-urtD6XxkJ:scholar.google.com/&scioq=Empirical+evaluation+and+proposals+for+bands-based+COSMIC+early+estimation+methods&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:kp-urtD6XxkJ:scholar.google.com/&output=cite&scirp=0&hl=en	Background. In the early phases of software development projects, thorough application of the COSMIC functional size measurement method may require more time and effort than available. Thus, early approximate methods have been proposed for estimating the COSMIC functional size of an application, instead of measuring it. Objective. The goal of this paper is to empirically evaluate the accuracy of the COSMIC early size estimation methods that are based on evaluations at the functional process level, for which historical data are available	Lavazza, Luigi and Morasca, Sandro	lavazza2019empirical	NA	NA	Information and Software Technology	NA	NA	NA	NA	108--125	article	2019	Elsevier	NA	Empirical evaluation and proposals for bands-based COSMIC early estimation methods	Information and Software Technology	109
[4, 6, 19, 21, 31, 33, 38]	['GoXiawsAAAAJ', 'X1GJ1oYAAAAJ']	/scholar?cites=10127137009290884818&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	7	https://ieeexplore.ieee.org/abstract/document/7809588/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DFunctional%2Bsize%2Bmeasurement%2Bpatterns:%2BA%2Bproposed%2Bapproach%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=0rZ-PnTRiowJ&ei=tXPcZYmLIZSt6rQP7YCU2Aw&json=	/scholar?q=related:0rZ-PnTRiowJ:scholar.google.com/&scioq=Functional+size+measurement+patterns:+A+proposed+approach&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:0rZ-PnTRiowJ:scholar.google.com/&output=cite&scirp=0&hl=en	This paper introduces the concepts of functional size measurement (FSM) patterns. These FSM patterns apply to the COSMIC FSM method and may help in solving several issues, such as being able to do an early sizing for estimation, helping inexperienced measurers in learning how to apply the COSMIC method by establishing the relationship between the method rules and the measurement results, avoiding measurement errors, and reducing measurement effort. The approach used to define FSM patterns is Design Science	Trudel, Sylvie and Desharnais, Jean-Marc and Cloutier, Jimmy	trudel2016functional	2016 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM-MENSURA)	NA	NA	NA	NA	NA	IEEE	23--34	inproceedings	2016	NA	NA	Functional size measurement patterns: A proposed approach	2016 Joint Conference of …	NA
[4, 6, 19, 21, 31, 33, 38]	['OPgX8FoAAAAJ', 'JcyHeLYAAAAJ']	/scholar?cites=13402547289778995693&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	6	https://link.springer.com/chapter/10.1007/978-3-319-24285-9_13	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DImproving%2Bthe%2BCOSMIC%2Bapproximate%2Bsizing%2Busing%2Bthe%2Bfuzzy%2Blogic%2BEPCU%2Bmodel%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=7cGmFMBp_7kJ&ei=5XTcZbmMB5iCy9YPqICOgAg&json=	/scholar?q=related:7cGmFMBp_7kJ:scholar.google.com/&scioq=Improving+the+COSMIC+approximate+sizing+using+the+fuzzy+logic+EPCU+model&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:7cGmFMBp_7kJ:scholar.google.com/&output=cite&scirp=0&hl=en	In software engineering, the standards for functional size measurement require, for accurate measurement results, that the functionality to be measured be fully known. Therefore, in the early phases of software development when there is a lack of details, approximate sizing approaches must be used instead of the standards themselves: such approximate sizing techniques are typically based on the analysis of historical data of the functional size of a number of completed projects within an organization. This paper revisits a fuzzy logic size	Souto, Francisco Vald{\'e}s and Abran, Alain	souto2015improving	Software Measurement: 25th International Workshop on Software Measurement and 10th International Conference on Software Process and Product Measurement, IWSM-Mensura 2015, Krak{\'o}w, Poland, October 5-7, 2015, Proceedings 25	NA	NA	NA	NA	NA	Springer	192--208	inproceedings	2015	NA	NA	Improving the COSMIC approximate sizing using the fuzzy logic EPCU model	… Workshop on Software Measurement and 10th …	NA
[19, 20, 21, 31, 38]	['mYyL9PAAAAAJ', 'fGpVbKwAAAAJ', 'RNuIJCEAAAAJ', 'nW9MDIQAAAAJ']	/scholar?cites=729588895846489799&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://pasqualesalza.com/publications/FerrucciInvestigatingFunctionalCode2015a.pdf	True	1	29	https://link.springer.com/chapter/10.1007/978-3-319-26844-6_20	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DInvestigating%2Bfunctional%2Band%2Bcode%2Bsize%2Bmeasures%2Bfor%2Bmobile%2Bapplications:%2BA%2Breplicated%2Bstudy%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=x97_ODwFIAoJ&ei=Z3TcZaevOMvPy9YPraeU2A4&json=	/scholar?q=related:x97_ODwFIAoJ:scholar.google.com/&scioq=Investigating+functional+and+code+size+measures+for+mobile+applications:+A+replicated+study&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:x97_ODwFIAoJ:scholar.google.com/&output=cite&scirp=0&hl=en	We also replicate an empirical study recently carried out to assess  replication of our previos  study [11] that exploited functional sizes in terms of COSMIC to estimate code size measures	Ferrucci, Filomena and Gravino, Carmine and Salza, Pasquale and Sarro, Federica	ferrucci2015investigating	Product-Focused Software Process Improvement: 16th International Conference, PROFES 2015, Bolzano, Italy, December 2-4, 2015, Proceedings 16	NA	NA	NA	NA	NA	Springer	271--287	inproceedings	2015	NA	NA	Investigating functional and code size measures for mobile applications: A replicated study	Product-Focused Software …	NA
