searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[1, 2, 3, 4, 5, 6, 10, 11, 12, 31, 32, 33, 35]	['LM27ZsEAAAAJ', 'AW50mYoAAAAJ']	/scholar?cites=7205832380096996202&as_sdt=5,33&sciodt=0,33&hl=en	Publication	https://www.academia.edu/download/49448372/A_family_of_experiments_to_evaluate_a_fu20161008-9675-kapbbz.pdf	True	1	30	https://www.sciencedirect.com/science/article/pii/S0164121208001337	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bfamily%2Bof%2Bexperiments%2Bto%2Bevaluate%2Ba%2Bfunctional%2Bsize%2Bmeasurement%2Bprocedure%2Bfor%2BWeb%2Bapplications%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=amOwHl9CAGQJ&ei=EnfcZdviD7DDy9YPzfW0sAI&json=	/scholar?q=related:amOwHl9CAGQJ:scholar.google.com/&scioq=A+family+of+experiments+to+evaluate+a+functional+size+measurement+procedure+for+Web+applications&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:amOwHl9CAGQJ:scholar.google.com/&output=cite&scirp=0&hl=en	The objective of this paper is to empirically evaluate OOmFPWeb, a functional size measurement procedure for Web applications. We analyzed four data sets from a family of experiments conducted in Spain, Argentina and Austria. Results showed that OOmFPWeb is efficient when compared to current industry practices. OOmFPWeb produced reproducible functional size measurements and was perceived as easy to use and useful by the study participants, who also expressed their intention to use OOmFPWeb in the future. The	Abrah{\~a}o, Silvia and Poels, Geert	abrahao2009family	NA	NA	Journal of Systems and Software	NA	NA	2	NA	253--269	article	2009	Elsevier	NA	A family of experiments to evaluate a functional size measurement procedure for Web applications	Journal of Systems and Software	82
[4, 5, 6, 10, 11, 12, 13, 14, 15, 31, 33, 35, 36]	['MIqxWVsAAAAJ']	NA	Publication	https://open.metu.edu.tr/bitstream/handle/11511/22083/index.pdf	True	1	0	https://open.metu.edu.tr/handle/11511/22083	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2Bsoftware%2Bfunctionality%2Bmodel%2Bfor%2Bfunctional%2Bsize%2Bmeasurement%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=wJp8tKHOGtcJ&ei=OlrwZd3PDsfTy9YPt6iP6AU&json=	/scholar?q=related:wJp8tKHOGtcJ:scholar.google.com/&scioq=A+software+functionality+model+for+functional+size+measurement&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:wJp8tKHOGtcJ:scholar.google.com/&output=cite&scirp=0&hl=en	Functional size is among the few software size measures for which well-structured and standardized methods exists for its measurement. Although Functional Size Measurement (FSM) methods have gone a long way, one ongoing criticism on FSM methods is the discrepancies in the measurement results of the same software obtained by different measures. In this thesis study the sources of discrepancies that involve the functional properties of measurands and constructs of the FSM method models are investigated in two	{\"O}zkan, Bar{\i}{\c{s}}	ozkan2012software	NA	NA	NA	NA	NA	NA	NA	NA	article	2012	Middle East Technical University	NA	A software functionality model for functional size measurement	NA	NA
[10, 12]	['']	/scholar?cites=423872448516771035&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.academia.edu/download/32487947/Dissertation.pdf	True	1	3	https://www.academia.edu/download/32487947/Dissertation.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Bapproach%2Bto%2Bearly%2Blifecycle%2Bestimating%2Bfor%2BAgile%2Bprojects%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=28zqA7_l4QUJ&ei=8o66Zfn3Dc-My9YPwOepsAQ&json=	/scholar?q=related:28zqA7_l4QUJ:scholar.google.com/&scioq=An+approach+to+early+lifecycle+estimating+for+Agile+projects&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:28zqA7_l4QUJ:scholar.google.com/&output=cite&scirp=0&hl=en	Estimating agile development projects is more similar to estimating traditional projects than many agile practitioners thought, but more different than many traditional project estimators hoped. Agile development is a new variable in existing estimating equations and needs to be incorporated properly. Moreover, the lightly documented agile projects did not seem to lend themselves to the size estimating techniques commonly used in traditional estimating. This dissertation presents a solution to this latter problem This dissertation describes the	Boehm, Raymond E	boehm2011approach	NA	NA	NA	NA	NA	NA	NA	NA	phdthesis	2011	NA	Pace University	An approach to early lifecycle estimating for Agile projects	NA	NA
[4, 6, 10, 12, 19, 21, 25, 27, 31, 33, 35, 38, 40]	['J6owB6UAAAAJ', 'zYKpvl4AAAAJ']	/scholar?cites=10045792003774827963&as_sdt=5,33&sciodt=0,33&hl=en	Publication	NA	True	1	1	https://link.springer.com/article/10.1007/s10799-023-00394-y	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAn%2Bexploratory%2Bcase%2Bstudy%2Busing%2Bevents%2Bas%2Ba%2Bsoftware%2Bsize%2Bmeasure%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=u011QJrSaYsJ&ei=jnXcZaeAK8vPy9YPraeU2A4&json=	/scholar?q=related:u011QJrSaYsJ:scholar.google.com/&scioq=An+exploratory+case+study+using+events+as+a+software+size+measure&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:u011QJrSaYsJ:scholar.google.com/&output=cite&scirp=0&hl=en	Software Size Measurement is a critical task in Software Development Life Cycle (SDLC). It is the primary input for effort estimation models and an important measure for project control and process improvement. There exist various size measurement methods whose successes have already been proven for traditional software architectures and application domains. Being one of them, functional size measurement (FSM) attracts specific attention due to its applicability at the early phases of SDLC. Although FSM methods were	Hacaloglu, Tuna and Demirors, Onur	hacaloglu2023exploratory	NA	NA	Information Technology and Management	NA	NA	3	NA	293--312	article	2023	Springer	NA	An exploratory case study using events as a software size measure	Information Technology and Management	24
[4, 6, 10, 12]	['', '']	/scholar?cites=9243794461055084538&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	47	https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.312	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAssessing%2Bthe%2Bcapability%2Bof%2Binternal%2Bmetrics%2Bas%2Bearly%2Bindicators%2Bof%2Bmaintenance%2Beffort%2Bthrough%2Bexperimentation%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=-mfpKxaOSIAJ&ei=a2q6ZafDCMHHy9YP-PKrmAg&json=	/scholar?q=related:-mfpKxaOSIAJ:scholar.google.com/&scioq=Assessing+the+capability+of+internal+metrics+as+early+indicators+of+maintenance+effort+through+experimentation&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:-mfpKxaOSIAJ:scholar.google.com/&output=cite&scirp=0&hl=en	The complexity of software artifacts is widely believed to be an important determinant of maintenance effort. This paper conducts an experimental analysis of the impact of complexity on the maintenance of the Unified Modeling Language (UML) class diagrams. This represents an analysis of the effect of an internal quality attribute on an external quality attribute. A range of complexity metrics are proposed based on an ontological analysis of the UML language and previous research. The relative influence of these metrics on	Genero Bocco, Marcela and Moody, Daniel L and Piattini, Mario	genero2005assessing	NA	NA	Journal of software maintenance and evolution: Research and practice	NA	NA	3	NA	225--246	article	2005	Wiley Online Library	NA	Assessing the capability of internal metrics as early indicators of maintenance effort through experimentation	Journal of software …	17
[4, 6, 7, 9, 10, 12, 31, 33, 34, 35]	['ZS9ewesAAAAJ', 'zYKpvl4AAAAJ']	/scholar?cites=17926385968761435912&as_sdt=5,33&sciodt=0,33&hl=en	Publication	http://www.aysolmaz.com/publications/AD14a.pdf	True	1	18	https://ieeexplore.ieee.org/abstract/document/7000085/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DAutomated%2Bfunctional%2Bsize%2Bestimation%2Busing%2Bbusiness%2Bprocess%2Bmodels%2Bwith%2BUPROM%2Bmethod%26hl%3Den%26as_sdt%3D0,33&citilm=1&update_op=library_add&info=CHeSfg9Rx_gJ&ei=BXPcZdO7Crqh6rQPtueYWA&json=	/scholar?q=related:CHeSfg9Rx_gJ:scholar.google.com/&scioq=Automated+functional+size+estimation+using+business+process+models+with+UPROM+method&hl=en&as_sdt=0,33	/scholar?hl=en&q=info:CHeSfg9Rx_gJ:scholar.google.com/&output=cite&scirp=0&hl=en	Estimating functional size in early phases of software projects is essential for accurate effort and cost planning. When an organization requires its business processes to be automated by a business application software, business processes are analyzed in the initial phases and utilized in various ways through software development life cycle. In previous studies we presented a unified business process modelling methodology, UPROM for the practices of business process and user requirements analysis, COSMIC based functional size estimation	Aysolmaz, Banu and Demir{\"o}rs, Onur	aysolmaz2014automated	2014 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement	NA	NA	NA	NA	NA	IEEE	114--124	inproceedings	2014	NA	NA	Automated functional size estimation using business process models with UPROM method	2014 Joint Conference of the …	NA
[3, 12]	['', 'D_OJe4sAAAAJ']	/scholar?cites=12637542554289195822&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	3	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3119002	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DBachelor%2Bof%2BComputer%2BApplications%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=LktKHv-RYa8J&ei=MpK6ZfOPDM-My9YPwOepsAQ&json=	/scholar?q=related:LktKHv-RYa8J:scholar.google.com/&scioq=Bachelor+of+Computer+Applications&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:LktKHv-RYa8J:scholar.google.com/&output=cite&scirp=0&hl=en	Computer Application (MCA) first. Later on some of the Universities have been started Computer  Application for the 10+2 holders with Bachelors  been started Computer Application with	Paul, Prantosh and Aithal, PS	paul2017bachelor	NA	NA	Educational Quest: An Int. J. of Education and Applied Social Science	NA	NA	3	NA	1--9	article	2017	NA	NA	Bachelor of Computer Applications (BCA): An Applied Science Program into a New Direction?	Educational Quest: An Int. J. of Education and …	8
[4, 5, 6, 10, 11, 12, 31, 33, 35]	['zYKpvl4AAAAJ', 'ZJWYr5YAAAAJ', 'vJysSgUAAAAJ', '']	NA	Publication	https://open.metu.edu.tr/bitstream/handle/11511/49586/T1RnM016TT0.pdf	True	1	0	https://open.metu.edu.tr/handle/11511/49586	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DB%25C3%25BCt%25C3%25BCnle%25C5%259Fik%2Byaz%25C4%25B1l%25C4%25B1m%2Bkestirim%2By%25C3%25B6ntemi%2Bve%2Bara%25C3%25A7%2Bseti%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=XaTG0GExdYcJ&ei=R80BZt3pDcDLy9YP6OOl6Ag&json=	/scholar?q=related:XaTG0GExdYcJ:scholar.google.com/&scioq=B%C3%BCt%C3%BCnle%C5%9Fik+yaz%C4%B1l%C4%B1m+kestirim+y%C3%B6ntemi+ve+ara%C3%A7+seti&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:XaTG0GExdYcJ:scholar.google.com/&output=cite&scirp=0&hl=en	Yazılım büyüklük ölçme, yazılım mühendisliğinin önemli sorunlarından biri olmaya devam etmektedir. Kapsamlı yazılım geliştirme projelerinde iyi tanımlanmış bir büyüklük temel çizgisi olmadan, gerek yazılım işgücü ve maliyet kestirimi gerekse yazılım proje planlama ve kontrolü olanaksızdır. Yazılım kestiriminden kaynaklanan proje yönetimi ile ilgili sorunları çözüme kavuşturabilmek için yazılım büyüklük ölçme ve kestirimi ile ilgili birçok yaklaşım geliştirilmiştir. Bunların	Demir{\"o}rs, Onur and T{\"u}retken, Oktay and {\"O}zcan Top, {\"O}zden and {\"O}zkan, Bar{\i}{\c{s}} and Ungan, Erdir	demirors2010butunlecsik	NA	NA	NA	NA	NA	NA	NA	NA	article	2010	NA	NA	B{\"u}t{\"u}nle{\c{s}}ik yaz{\i}l{\i}m kestirim y{\"o}ntemi ve ara{\c{c}} seti	NA	NA
[6, 12, 31, 33, 35]	['J6owB6UAAAAJ', 'CZhiddUAAAAJ', 'zYKpvl4AAAAJ', 'JcyHeLYAAAAJ']	/scholar?cites=9461127793145481010&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Alain-Abran/publication/345197561_COSMIC_Light_vs_COSMIC_Classic_Manual_Case_Studies_in_Functional_Size_Measurement/links/5fb3c247a6fdcc9ae05b66df/COSMIC-Light-vs-COSMIC-Classic-Manual-Case-Studies-in-Functional-Size-Measurement.pdf	True	1	2	https://www.researchgate.net/profile/Alain-Abran/publication/345197561_COSMIC_Light_vs_COSMIC_Classic_Manual_Case_Studies_in_Functional_Size_Measurement/links/5fb3c247a6fdcc9ae05b66df/COSMIC-Light-vs-COSMIC-Classic-Manual-Case-Studies-in-Functional-Size-Measurement.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DCOSMIC%2BLight%2Bvs%2BCOSMIC%2BClassic%2BManual:%2BCase%2BStudies%2Bin%2BFunctional%2BSize%2BMeasurement.%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=MgcDxZmtTIMJ&ei=J3PcZfrdBK-x6rQPiMGYgAI&json=	/scholar?q=related:MgcDxZmtTIMJ:scholar.google.com/&scioq=COSMIC+Light+vs+COSMIC+Classic+Manual:+Case+Studies+in+Functional+Size+Measurement.&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:MgcDxZmtTIMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Functional size has been used in software engineering for more than 40 years. When measured early in the software development life cycle, it can serve as direct input for effort estimation. The COSMIC Functional Size Measurement (FSM) method developed by the Common Software Measurement Consortium (COSMIC) is the latest ISO-compliant functional sizing method. A streamlined manual titled''Software Development Velocity with COSMIC Function Points''summarizes the measurement process and shortens the learning	Hacaloglu, Tuna and {\"U}nl{\"u}, H{\"u}seyin and Demir{\"o}rs, Onur and Abran, Alain	hacaloglu2020cosmic	IWSM-Mensura	NA	NA	NA	NA	NA	NA	NA	inproceedings	2020	NA	NA	COSMIC Light vs COSMIC Classic Manual: Case Studies in Functional Size Measurement.	IWSM-Mensura	NA
[1, 3, 4, 6, 10, 12]	['VVX3F-MAAAAJ', '', 'zsUN6PkAAAAJ']	/scholar?cites=12736443338037718081&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.researchgate.net/profile/Hongyu-Zhang-46/publication/220403810_Conceptual_Data_Model-Based_Software_Size_Estimation_for_Information_Systems/links/591947f50f7e9b70f4a098bf/Conceptual-Data-Model-Based-Software-Size-Estimation-for-Information-Systems.pdf	True	1	66	https://dl.acm.org/doi/abs/10.1145/1571629.1571630	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DConceptual%2Bdata%2Bmodel-based%2Bsoftware%2Bsize%2Bestimation%2Bfor%2Binformation%2Bsystems%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=QeygQbzvwLAJ&ei=xhm6ZbiuDc-My9YPwOepsAQ&json=	/scholar?q=related:QeygQbzvwLAJ:scholar.google.com/&scioq=Conceptual+data+model-based+software+size+estimation+for+information+systems&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:QeygQbzvwLAJ:scholar.google.com/&output=cite&scirp=0&hl=en	Size estimation plays a key role in effort estimation that has a crucial impact on software projects in the software industry. Some information required by existing software sizing methods is difficult to predict in the early stage of software development. A conceptual data model is widely used in the early stage of requirements analysis for information systems. Lines of code (LOC) is a commonly used software size measure. This article proposes a novel LOC estimation method for information systems from their conceptual data models	Tan, Hee Beng Kuan and Zhao, Yuan and Zhang, Hongyu	tan2009conceptual	NA	NA	ACM Transactions on Software Engineering and Methodology (TOSEM)	NA	NA	2	NA	1--37	article	2009	ACM New York, NY, USA	NA	Conceptual data model-based software size estimation for information systems	ACM Transactions on Software …	19
