searchStrings	author_id	citedby_url	container_type	eprint_url	filled	gsrank	num_citations	pub_url	source	url_add_sclib	url_related_articles	url_scholarbib	['bib']abstract	['bib']author	['bib']bib_id	['bib']booktitle	['bib']institution	['bib']journal	['bib']month	['bib']note	['bib']number	['bib']organization	['bib']pages	['bib']pub_type	['bib']pub_year	['bib']publisher	['bib']school	['bib']title	['bib']venue	['bib']volume
[1, 2, 3, 4, 5, 6, 31, 32, 33]	['JcyHeLYAAAAJ', '', '']	/scholar?cites=240430573422071082&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0864fd00d9328c8a2903ecef3d1abbc8a9f89ed9	True	1	6	https://books.google.com/books?hl=en&lr=&id=1fFdhxO8mnIC&oi=fnd&pg=PA72&dq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&ots=MLAp1hPAC6&sig=loL9tb2KoG_OhPYMEO_wpl2mdkA	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D1.5%2BISO%2BTransposition%2Band%2BClarifications%2Bof%2Bthe%2BCOSMIC%2BFFP%2BMethod%2Bof%2BFunctional%2BSizing%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Kk33KVUuVgMJ&ei=1nXcZejWFvXMy9YPpY2Q0A8&json=	/scholar?q=related:Kk33KVUuVgMJ:scholar.google.com/&scioq=1.5+ISO+Transposition+and+Clarifications+of+the+COSMIC+FFP+Method+of+Functional+Sizing&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:Kk33KVUuVgMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Unfortunately, the ISO/IEC 14143-1 terms and definitions cannot be changed until a  formal revision process is started. In the meantime, the ISO/ IEC standard version of the  COSMIC FFP method must adopt the term already defined in ISO/IEC 14143-1, and since  our goal is to remain compatible and in sync with the international standard, the MM V2. 2  must adopt this definition. However, in the latter the  We believe that the new ISO/IEC  19761 standard for the COSMIC FFP method and the new MM V2. 2 will significantly	Abran, Alain and Fagg, Peter and Meli, Roberto and Symons, Charles R	abran20161	NA	NA	COSMIC Function Points: Theory and Advanced Practices	NA	NA	NA	NA	72	article	2016	CRC Press	NA	1.5 ISO Transposition and Clarifications of the COSMIC FFP Method of Functional Sizing	COSMIC Function Points …	NA
[4, 6, 33]	['cnGGpAIAAAAJ']	/scholar?cites=16017876355177795081&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	64	https://www.emerald.com/insight/content/doi/10.1108/09544780710745649/full/html	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DPerforming%2Bthe%2BMeasurement%2BProcess%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=CU6Avq3tSt4J&ei=dGDwZd7IKbec6rQPptSWqA8&json=	/scholar?q=related:CU6Avq3tSt4J:scholar.google.com/&scioq=Performing+the+Measurement+Process&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:CU6Avq3tSt4J:scholar.google.com/&output=cite&scirp=0&hl=en	of errors in the performance measurement process, we started with the places where people  conduct daily organizational activities, in particular, measuring activities. The subsequent	Elg, Mattias	elg2007process	NA	NA	The TQM Magazine	NA	NA	3	NA	217--228	article	2007	Emerald Group Publishing Limited	NA	The process of constructing performance measurement	The TQM Magazine	19
[4, 5, 6, 31, 33]	['']	/scholar?cites=261860580208250801&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.ifpug.org/wp-content/uploads/2021/10/MetricViewsFebruary2016.pdf	True	1	5	https://www.ifpug.org/wp-content/uploads/2021/10/MetricViewsFebruary2016.pdf	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DIn%2Bthis%2Bedition%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=sY_9b89QogMJ&ei=eVrwZZbWJfqXy9YPu4an-A8&json=	/scholar?q=related:sY_9b89QogMJ:scholar.google.com/&scioq=In+this+edition&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:sY_9b89QogMJ:scholar.google.com/&output=cite&scirp=0&hl=en	Defect potentials and defect removal efficiency (DRE) are useful quality metrics developed by IBM circa 1973 and widely used by technology companies as well as by banks, insurance companies, and other organizations with large software staffs. Defect potentials are the sum total of bugs found in requirements, architecture, design, code, and other sources of error. The approximate US average for defect potentials is shown in table 1 using IFPUG function points version 4.3:. Function point metrics were also invented by IBM in the same time period	Edition, Gauteng	edition2019edition	NA	NA	ISBN-13	NA	NA	NA	NA	978--0262693561	article	2019	NA	NA	In this edition	ISBN-13	NA
[4, 5, 6, 33]	['']	NA	Publication	NA	True	1	0	https://link.springer.com/content/pdf/10.1007/978-3-319-03629-8.pdf#page=444	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D17.6%2BLast%2BBut%2BNot%2BLeast...%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=nm3uo5Cp6WEJ&ei=01_wZcnVHr-46rQP7ZK8qAg&json=	/scholar?q=related:nm3uo5Cp6WEJ:scholar.google.com/&scioq=17.6+Last+But+Not+Least...&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:nm3uo5Cp6WEJ:scholar.google.com/&output=cite&scirp=0&hl=en	Many years of experience gained over multiple studies and context show that simple estimation  methods work at least as effectively as complex ones. Yet, the cost of introducing, using,	J{\o}rgensen, Magne	jorgensen17	NA	NA	Software Project Effort Estimation	NA	NA	NA	NA	430	article	NA	Springer	NA	17.6 Last But Not Least...	Software Project Effort Estimation	NA
[4, 33]	['', 'TQMpoh8AAAAJ', 'znwO0ecAAAAJ', '', '', '']	/scholar?cites=13111622239562355265&as_sdt=2005&sciodt=0,5&hl=en	Publication	NA	True	1	3	https://books.google.com/books?hl=en&lr=&id=6kshjwWdJDwC&oi=fnd&pg=PR5&dq=Software+Engineering,+Business+Continuity,+and+Education:+International+Conferences,+ASEA,+DRBC+and+EL+2011,+Held+as+Part+of+the+Future+Generation+%E2%80%A6&ots=Xur6EDCDPa&sig=_sEzYkuZNU8W2X_aJl6qfFqYkso	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DSoftware%2BEngineering,%2BBusiness%2BContinuity,%2Band%2BEducation:%2BInternational%2BConferences,%2BASEA,%2BDRBC%2Band%2BEL%2B2011,%2BHeld%2Bas%2BPart%2Bof%2Bthe%2BFuture%2BGeneration%2B%25E2%2580%25A6%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=QdI5YvXW9bUJ&ei=tWDwZYT-IIC6y9YP4uajqAE&json=	/scholar?q=related:QdI5YvXW9bUJ:scholar.google.com/&scioq=Software+Engineering,+Business+Continuity,+and+Education:+International+Conferences,+ASEA,+DRBC+and+EL+2011,+Held+as+Part+of+the+Future+Generation+%E2%80%A6&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:QdI5YvXW9bUJ:scholar.google.com/&output=cite&scirp=0&hl=en	This book comprises selected papers of the International Conferences, ASEA, DRBC and EL 2011, held as Part of the Future Generation Information Technology Conference, FGIT 2011, in Conjunction with GDC 2011, Jeju Island, Korea, in December 2011. The papers presented were carefully reviewed and selected from numerous submissions and focuse on the various aspects of advances in software engineering and its Application, disaster recovery and business continuity, education and learning.	Kim, Tai-hoon and Adeli, Hojjat and Kim, Haeng-kon and Kang, Heau-jo and Kim, Kyung Jung and Kiumi, Akingbehin and Kang, Byeong-Ho	kim2011software	NA	NA	NA	NA	NA	NA	NA	NA	book	2011	Springer Science \& Business Media	NA	Software Engineering, Business Continuity, and Education: International Conferences, ASEA, DRBC and EL 2011, Held as Part of the Future Generation Information Technology Conference, FGIT 2011, in Conjunction with GDC 2011, Jeju Island, Korea, December 8-10, 2011. Proceedings	NA	257
[4, 6, 33]	['']	NA	Publication	NA	True	1	0	NA	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D5.1.%2BMeasurement%2BNeeds%2BTools%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=0dijPgfZEaYJ&ei=6V_wZaf6AtGcy9YP4-WF0A8&json=	/scholar?q=related:0dijPgfZEaYJ:scholar.google.com/&scioq=5.1.+Measurement+Needs+Tools&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:0dijPgfZEaYJ:scholar.google.com/&output=cite&scirp=0&hl=en		Pasteur, Louis	pasteur5	NA	NA	NA	NA	NA	NA	NA	NA	article	NA	Springer	NA	5.1. Measurement Needs Tools	NA	NA
[4, 6, 31, 33]	['8fPEWLgAAAAJ', 'U2KbjvEAAAAJ', 'PV4V4iMAAAAJ']	/scholar?cites=12436163280463790883&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://authors.library.caltech.edu/17597/1/Konca2010p7133B_Seismol_Soc_Am.pdf	True	1	93	https://pubs.geoscienceworld.org/ssa/bssa/article-abstract/100/1/267/349393	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D7.1.%2BThe%2BImportance%2Bof%2BEstimation%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=IwPNLJ0glqwJ&ei=IXfcZZi_IcCOy9YPlbSLgAg&json=	/scholar?q=related:IwPNLJ0glqwJ:scholar.google.com/&scioq=7.1.+The+Importance+of+Estimation&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:IwPNLJ0glqwJ:scholar.google.com/&output=cite&scirp=0&hl=en	We analyze the rupture process of the 1999 M w 7.1 Duzce earthquake using seismological,  remote sensing, and geodetic data. Ground deformation measured from the subpixel cross	Konca, A Ozgun and Leprince, Sebastien and Avouac, Jean-Philippe and Helmberger, Don V	konca2010rupture	NA	NA	Bulletin of the Seismological Society of America	NA	NA	1	NA	267--288	article	2010	Seismological Society of America	NA	Rupture process of the 1999 M W 7.1 Duzce earthquake from joint analysis of SPOT, GPS, InSAR, strong-motion, and teleseismic data: a supershear rupture with variable rupture velocity	Bulletin of the …	100
[4, 5, 6, 31, 33]	['BClNO4sAAAAJ', 'UoRyg6gAAAAJ']	/scholar?cites=13514016301756068403&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://www.sciencedirect.com/science/article/pii/S131915781831317X	True	1	22	https://www.sciencedirect.com/science/article/pii/S131915781831317X	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BCOSMIC%2Bfunction%2Bpoints%2Bbased%2Btest%2Beffort%2Bestimation%2Bmodel%2Bfor%2Bmobile%2Bapplications%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=MzIC4zlui7sJ&ei=lnPcZZeZO9vWy9YP6f6YsAI&json=	/scholar?q=related:MzIC4zlui7sJ:scholar.google.com/&scioq=A+COSMIC+function+points+based+test+effort+estimation+model+for+mobile+applications&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:MzIC4zlui7sJ:scholar.google.com/&output=cite&scirp=0&hl=en	With the substantial proliferation in demand for applications running on mobile devices, developers and testers are foreseen to release applications with high caliber, on time and inside budget. Mobile application testing is imperative and perilous activity in the application development lifecycle, which confirms quality and unswervingly impacts the development effort and affluence of the application. The estimation of effort for testing of apps is a key figure that helps test managers in making approximate accurate decisions for coordinating	Kaur, Anureet and Kaur, Kulwant	kaur2022cosmic	NA	NA	Journal of King Saud University-Computer and Information Sciences	NA	NA	3	NA	946--963	article	2022	Elsevier	NA	A COSMIC function points based test effort estimation model for mobile applications	Journal of King Saud University-Computer and …	34
[4]	['', '', '']	/scholar?cites=4847020911127723292&as_sdt=40005&sciodt=0,10&hl=en	Publication	https://www.econstor.eu/bitstream/10419/229741/1/cerem-v1-i3-359.pdf	True	1	10	https://www.econstor.eu/handle/10419/229741	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BCase%2BStudy%2Bin%2BSoftware%2BProject%2BEstimation%26hl%3Den%26as_sdt%3D0,10&citilm=1&update_op=library_add&info=HH2oitYTREMJ&ei=GGS6ZeOSMuSXy9YP1e-kmAo&json=	/scholar?q=related:HH2oitYTREMJ:scholar.google.com/&scioq=A+Case+Study+in+Software+Project+Estimation&hl=en&as_sdt=0,10	/scholar?hl=en&q=info:HH2oitYTREMJ:scholar.google.com/&output=cite&scirp=0&hl=en	estimating labor intensity in software projects. The quality of  which estimation as part of the  software development process  estimation, especially in the context of the new "no estimates	{\L}abędzki, Maciej and Promiński, Patryk and Rybicki, Adam and Wolski, Marcin	labędzki2017agile	NA	NA	The Central European Review of Economics and Management (CEREM)	NA	NA	3	NA	135--152	article	2017	Wroc{\l}aw: WSB University in Wroc{\l}aw	NA	Agile effort estimation in software development projects-case study	… European Review of …	1
[4]	['', '', '']	/scholar?cites=10410756173202417223&as_sdt=2005&sciodt=0,5&hl=en	Publication	https://eprints.qut.edu.au/25619/3/25619.pdf	True	1	61	https://eprints.qut.edu.au/25619/	PublicationSource.PUBLICATION_SEARCH_SNIPPET	/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DA%2BFRAMEWORK%2BOF%2BISSUES%2BIN%2BLARGE%2BPROCESS%2BMODELING%2BPROJECTS%26hl%3Den%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=R2bvupRvepAJ&ei=Fm26ZfD1Eeu26rQP1ZaKsAE&json=	/scholar?q=related:R2bvupRvepAJ:scholar.google.com/&scioq=A+FRAMEWORK+OF+ISSUES+IN+LARGE+PROCESS+MODELING+PROJECTS&hl=en&as_sdt=0,5	/scholar?hl=en&q=info:R2bvupRvepAJ:scholar.google.com/&output=cite&scirp=0&hl=en	a study of large-scale process modeling projects. This study  issues relating to business  process modeling projects remain  these issues are prevalent in any process modeling project,	Raduescu, Corina and Tan, Hui and Jayaganesh, Malini and Bandara, Wasana and Zur Muehlen, Michael and Lippe, Sonia	raduescu2006framework	Proceedings of the 14th European conference on information systems	NA	NA	NA	NA	NA	IT University of Goteborg	1--12	inproceedings	2006	NA	NA	A framework of issues in large process modelling projects	Proceedings of the …	NA
